<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.01.09	12:00:00	1.09441	1.09481	1.09287	1.09458	15337	0	2
2024.01.09	16:00:00	1.09461	1.09512	1.09103	1.09340	20903	0	2
2024.01.09	20:00:00	1.09341	1.09399	1.09199	1.09310	10168	0	2
2024.01.10	00:00:00	1.09276	1.09362	1.09251	1.09321	5268	0	2
2024.01.10	04:00:00	1.09322	1.09359	1.09276	1.09323	5459	0	2
2024.01.10	08:00:00	1.09322	1.09518	1.09227	1.09472	14831	0	2
2024.01.10	12:00:00	1.09469	1.09552	1.09406	1.09406	13008	0	2
2024.01.10	16:00:00	1.09405	1.09692	1.09318	1.09672	15995	0	2
2024.01.10	20:00:00	1.09671	1.09728	1.09593	1.09720	10091	0	2
2024.01.11	00:00:00	1.09695	1.09801	1.09691	1.09790	4845	0	2
2024.01.11	04:00:00	1.09791	1.09848	1.09755	1.09784	5569	0	2
2024.01.11	08:00:00	1.09783	1.09885	1.09588	1.09638	11823	0	2
2024.01.11	12:00:00	1.09637	1.09985	1.09354	1.09388	19337	0	2
2024.01.11	16:00:00	1.09393	1.09731	1.09302	1.09507	35233	0	2
2024.01.11	20:00:00	1.09508	1.09829	1.09498	1.09727	15589	0	2
2024.01.12	00:00:00	1.09724	1.09847	1.09698	1.09826	6976	0	2
2024.01.12	04:00:00	1.09825	1.09853	1.09730	1.09755	5913	0	2
2024.01.12	08:00:00	1.09759	1.09827	1.09608	1.09624	13431	0	2
2024.01.12	12:00:00	1.09623	1.09694	1.09359	1.09553	18230	0	2
2024.01.12	16:00:00	1.09552	1.09869	1.09472	1.09496	26150	0	2
2024.01.12	20:00:00	1.09496	1.09635	1.09480	1.09496	8655	0	2
2024.01.15	00:00:00	1.09462	1.09561	1.09407	1.09546	5934	0	2
2024.01.15	04:00:00	1.09549	1.09675	1.09548	1.09640	5307	0	2
2024.01.15	08:00:00	1.09639	1.09666	1.09430	1.09468	12786	0	2
2024.01.15	12:00:00	1.09467	1.09590	1.09334	1.09505	13023	0	2
2024.01.15	16:00:00	1.09506	1.09526	1.09381	1.09483	10273	0	2
2024.01.15	20:00:00	1.09480	1.09536	1.09477	1.09504	1502	0	2
2024.01.16	00:00:00	1.09469	1.09508	1.09153	1.09275	7939	0	2
2024.01.16	04:00:00	1.09275	1.09276	1.09126	1.09153	7143	0	2
2024.01.16	08:00:00	1.09153	1.09266	1.08838	1.08861	17880	0	2
2024.01.16	12:00:00	1.08864	1.08978	1.08715	1.08740	19742	0	2
2024.01.16	16:00:00	1.08741	1.08946	1.08619	1.08630	29238	0	2
2024.01.16	20:00:00	1.08630	1.08774	1.08629	1.08756	9373	0	2
2024.01.17	00:00:00	1.08725	1.08822	1.08694	1.08769	6303	0	2
2024.01.17	04:00:00	1.08771	1.08844	1.08608	1.08647	7559	0	2
2024.01.17	08:00:00	1.08649	1.08816	1.08554	1.08762	18276	0	2
2024.01.17	12:00:00	1.08760	1.08838	1.08511	1.08639	18653	0	2
2024.01.17	16:00:00	1.08638	1.08708	1.08445	1.08669	23795	0	2
2024.01.17	20:00:00	1.08670	1.08827	1.08565	1.08815	10878	0	2
2024.01.18	00:00:00	1.08823	1.09008	1.08790	1.08959	7507	0	2
2024.01.18	04:00:00	1.08960	1.09028	1.08903	1.08950	7061	0	2
2024.01.18	08:00:00	1.08949	1.09066	1.08765	1.08846	13899	0	2
2024.01.18	12:00:00	1.08845	1.08960	1.08503	1.08526	18124	0	2
2024.01.18	16:00:00	1.08524	1.08700	1.08466	1.08596	26190	0	2
2024.01.18	20:00:00	1.08597	1.08774	1.08542	1.08755	10881	0	2
2024.01.19	00:00:00	1.08745	1.08872	1.08678	1.08856	6414	0	2
2024.01.19	04:00:00	1.08855	1.08896	1.08794	1.08809	5470	0	2
2024.01.19	08:00:00	1.08804	1.08864	1.08680	1.08828	13557	0	2
2024.01.19	12:00:00	1.08828	1.08930	1.08730	1.08806	14065	0	2
2024.01.19	16:00:00	1.08805	1.08932	1.08656	1.08896	22603	0	2
2024.01.19	20:00:00	1.08896	1.08977	1.08856	1.08974	9581	0	2
2024.01.22	00:00:00	1.08916	1.09049	1.08856	1.09018	6489	0	2
2024.01.22	04:00:00	1.09019	1.09092	1.08984	1.09016	5489	0	2
2024.01.22	08:00:00	1.09015	1.09095	1.08871	1.08968	13256	0	2
2024.01.22	12:00:00	1.08967	1.08996	1.08800	1.08916	13931	0	2
2024.01.22	16:00:00	1.08917	1.09000	1.08817	1.08963	15714	0	2
2024.01.22	20:00:00	1.08964	1.08964	1.08802	1.08820	8388	0	2
2024.01.23	00:00:00	1.08828	1.08884	1.08755	1.08882	4260	0	2
2024.01.23	04:00:00	1.08883	1.09079	1.08848	1.09068	7975	0	2
2024.01.23	08:00:00	1.09070	1.09159	1.08837	1.08875	15331	0	2
2024.01.23	12:00:00	1.08874	1.08883	1.08600	1.08740	13335	0	2
2024.01.23	16:00:00	1.08739	1.08740	1.08215	1.08313	19776	0	2
2024.01.23	20:00:00	1.08314	1.08559	1.08302	1.08533	7286	0	2
2024.01.24	00:00:00	1.08468	1.08597	1.08449	1.08580	5086	0	2
2024.01.24	04:00:00	1.08581	1.08660	1.08532	1.08619	5710	0	2
2024.01.24	08:00:00	1.08619	1.09076	1.08602	1.09028	16487	0	2
2024.01.24	12:00:00	1.09027	1.09271	1.08873	1.09250	16192	0	2
2024.01.24	16:00:00	1.09246	1.09324	1.08904	1.09052	25115	0	2
2024.01.24	20:00:00	1.09050	1.09059	1.08775	1.08846	11966	0	2
2024.01.25	00:00:00	1.08841	1.08865	1.08702	1.08775	5837	0	2
2024.01.25	04:00:00	1.08776	1.08818	1.08744	1.08782	5372	0	2
2024.01.25	08:00:00	1.08783	1.08997	1.08756	1.08958	12558	0	2
2024.01.25	12:00:00	1.08959	1.09017	1.08668	1.08788	17690	0	2
2024.01.25	16:00:00	1.08791	1.08791	1.08240	1.08374	27300	0	2
2024.01.25	20:00:00	1.08375	1.08480	1.08215	1.08473	11509	0	2
2024.01.26	00:00:00	1.08422	1.08476	1.08374	1.08448	5330	0	2
2024.01.26	04:00:00	1.08440	1.08489	1.08378	1.08424	4740	0	2
2024.01.26	08:00:00	1.08424	1.08505	1.08128	1.08441	15245	0	2
2024.01.26	12:00:00	1.08442	1.08855	1.08442	1.08733	16520	0	2
2024.01.26	16:00:00	1.08714	1.08803	1.08551	1.08637	19755	0	2
2024.01.26	20:00:00	1.08636	1.08659	1.08519	1.08528	7700	0	2
2024.01.29	00:00:00	1.08432	1.08491	1.08410	1.08439	4314	0	2
2024.01.29	04:00:00	1.08440	1.08476	1.08393	1.08399	4085	0	2
2024.01.29	08:00:00	1.08400	1.08500	1.08230	1.08251	11383	0	2
2024.01.29	12:00:00	1.08252	1.08368	1.08138	1.08204	12700	0	2
2024.01.29	16:00:00	1.08203	1.08226	1.07959	1.08117	15517	0	2
2024.01.29	20:00:00	1.08118	1.08403	1.08093	1.08342	9534	0	2
2024.01.30	00:00:00	1.08318	1.08420	1.08287	1.08348	5218	0	2
2024.01.30	04:00:00	1.08347	1.08361	1.08218	1.08224	5228	0	2
2024.01.30	08:00:00	1.08225	1.08320	1.08119	1.08268	13370	0	2
2024.01.30	12:00:00	1.08268	1.08498	1.08230	1.08345	13398	0	2
2024.01.30	16:00:00	1.08344	1.08572	1.08280	1.08388	21389	0	2
2024.01.30	20:00:00	1.08387	1.08485	1.08315	1.08454	8515	0	2
2024.01.31	00:00:00	1.08402	1.08482	1.08312	1.08312	7734	0	2
2024.01.31	04:00:00	1.08311	1.08312	1.08159	1.08206	7134	0	2
2024.01.31	08:00:00	1.08204	1.08368	1.08059	1.08223	17068	0	2
2024.01.31	12:00:00	1.08223	1.08629	1.08212	1.08575	17764	0	2
2024.01.31	16:00:00	1.08574	1.08873	1.08417	1.08497	29962	0	2
2024.01.31	20:00:00	1.08496	1.08641	1.07945	1.08181	32712	0	2
2024.02.01	00:00:00	1.08166	1.08197	1.08017	1.08089	7474	0	2
2024.02.01	04:00:00	1.08086	1.08217	1.08027	1.08027	9129	0	2
2024.02.01	08:00:00	1.08028	1.08049	1.07799	1.07983	17705	0	2
2024.02.01	12:00:00	1.07987	1.08273	1.07914	1.08138	21937	0	2
2024.02.01	16:00:00	1.08138	1.08747	1.08038	1.08728	31406	0	2
2024.02.01	20:00:00	1.08727	1.08748	1.08627	1.08713	15539	0	2
2024.02.02	00:00:00	1.08719	1.08798	1.08638	1.08716	5551	0	2
2024.02.02	04:00:00	1.08715	1.08824	1.08713	1.08775	6347	0	2
2024.02.02	08:00:00	1.08774	1.08975	1.08735	1.08908	13250	0	2
2024.02.02	12:00:00	1.08906	1.08950	1.08036	1.08072	18628	0	2
2024.02.02	16:00:00	1.08071	1.08168	1.07808	1.07833	30033	0	2
2024.02.02	20:00:00	1.07835	1.07974	1.07804	1.07888	13666	0	2
2024.02.05	00:00:00	1.07827	1.07871	1.07672	1.07782	10700	0	2
2024.02.05	04:00:00	1.07782	1.07821	1.07732	1.07821	7752	0	2
2024.02.05	08:00:00	1.07820	1.07861	1.07518	1.07536	14483	0	2
2024.02.05	12:00:00	1.07536	1.07586	1.07361	1.07374	16141	0	2
2024.02.05	16:00:00	1.07373	1.07448	1.07231	1.07393	20441	0	2
2024.02.05	20:00:00	1.07392	1.07466	1.07367	1.07412	8817	0	2
2024.02.06	00:00:00	1.07419	1.07472	1.07373	1.07452	5261	0	2
2024.02.06	04:00:00	1.07453	1.07542	1.07433	1.07536	7293	0	2
2024.02.06	08:00:00	1.07535	1.07623	1.07254	1.07290	15628	0	2
2024.02.06	12:00:00	1.07291	1.07440	1.07225	1.07305	14763	0	2
2024.02.06	16:00:00	1.07301	1.07551	1.07290	1.07510	22929	0	2
2024.02.06	20:00:00	1.07510	1.07574	1.07433	1.07549	12976	0	2
2024.02.07	00:00:00	1.07534	1.07649	1.07489	1.07636	5476	0	2
2024.02.07	04:00:00	1.07636	1.07664	1.07565	1.07628	6379	0	2
2024.02.07	08:00:00	1.07629	1.07735	1.07567	1.07693	13837	0	2
2024.02.07	12:00:00	1.07692	1.07839	1.07623	1.07702	17231	0	2
2024.02.07	16:00:00	1.07702	1.07798	1.07557	1.07648	24495	0	2
2024.02.07	20:00:00	1.07647	1.07753	1.07645	1.07735	11152	0	2
2024.02.08	00:00:00	1.07722	1.07797	1.07680	1.07785	5427	0	2
2024.02.08	04:00:00	1.07786	1.07882	1.07783	1.07826	6093	0	2
2024.02.08	08:00:00	1.07827	1.07888	1.07684	1.07830	15085	0	2
2024.02.08	12:00:00	1.07831	1.07856	1.07415	1.07440	16029	0	2
2024.02.08	16:00:00	1.07439	1.07766	1.07435	1.07735	18893	0	2
2024.02.08	20:00:00	1.07736	1.07828	1.07725	1.07779	10271	0	2
2024.02.09	00:00:00	1.07773	1.07789	1.07722	1.07744	5295	0	2
2024.02.09	04:00:00	1.07743	1.07783	1.07693	1.07710	5059	0	2
2024.02.09	08:00:00	1.07711	1.07847	1.07660	1.07671	13782	0	2
2024.02.09	12:00:00	1.07670	1.07946	1.07620	1.07832	19537	0	2
2024.02.09	16:00:00	1.07830	1.07950	1.07749	1.07854	21097	0	2
2024.02.09	20:00:00	1.07855	1.07908	1.07796	1.07844	6716	0	2
2024.02.12	00:00:00	1.07814	1.07998	1.07786	1.07954	5555	0	2
2024.02.12	04:00:00	1.07955	1.07977	1.07893	1.07914	3095	0	2
2024.02.12	08:00:00	1.07915	1.08056	1.07667	1.07690	12327	0	2
2024.02.12	12:00:00	1.07691	1.07788	1.07611	1.07639	13997	0	2
2024.02.12	16:00:00	1.07638	1.07825	1.07559	1.07823	15283	0	2
2024.02.12	20:00:00	1.07824	1.07860	1.07678	1.07720	9651	0	2
2024.02.13	00:00:00	1.07736	1.07746	1.07656	1.07667	4103	0	2
2024.02.13	04:00:00	1.07667	1.07679	1.07605	1.07668	4146	0	2
2024.02.13	08:00:00	1.07669	1.07776	1.07567	1.07665	12428	0	2
2024.02.13	12:00:00	1.07667	1.07968	1.07029	1.07085	19030	0	2
2024.02.13	16:00:00	1.07083	1.07268	1.07006	1.07153	26487	0	2
2024.02.13	20:00:00	1.07154	1.07202	1.07006	1.07094	11263	0	2
2024.02.14	00:00:00	1.07080	1.07144	1.07034	1.07116	6241	0	2
2024.02.14	04:00:00	1.07117	1.07151	1.07081	1.07140	6870	0	2
2024.02.14	08:00:00	1.07140	1.07187	1.06947	1.07000	14704	0	2
2024.02.14	12:00:00	1.07000	1.07168	1.06963	1.07086	15050	0	2
2024.02.14	16:00:00	1.07087	1.07344	1.07065	1.07306	21680	0	2
2024.02.14	20:00:00	1.07307	1.07338	1.07256	1.07276	9485	0	2
2024.02.15	00:00:00	1.07268	1.07356	1.07254	1.07284	4887	0	2
2024.02.15	04:00:00	1.07283	1.07322	1.07246	1.07290	4761	0	2
2024.02.15	08:00:00	1.07291	1.07414	1.07271	1.07331	13373	0	2
2024.02.15	12:00:00	1.07330	1.07725	1.07306	1.07664	16468	0	2
2024.02.15	16:00:00	1.07664	1.07847	1.07551	1.07625	23697	0	2
2024.02.15	20:00:00	1.07624	1.07736	1.07605	1.07730	10064	0	2
2024.02.16	00:00:00	1.07694	1.07767	1.07611	1.07648	4770	0	2
2024.02.16	04:00:00	1.07648	1.07651	1.07572	1.07602	6534	0	2
2024.02.16	08:00:00	1.07603	1.07717	1.07585	1.07661	13414	0	2
2024.02.16	12:00:00	1.07661	1.07800	1.07321	1.07460	15180	0	2
2024.02.16	16:00:00	1.07465	1.07779	1.07409	1.07777	24181	0	2
2024.02.16	20:00:00	1.07778	1.07875	1.07728	1.07762	10346	0	2
2024.02.19	00:00:00	1.07733	1.07890	1.07707	1.07804	6031	0	2
2024.02.19	04:00:00	1.07803	1.07833	1.07748	1.07818	5379	0	2
2024.02.19	08:00:00	1.07816	1.07894	1.07721	1.07747	10602	0	2
2024.02.19	12:00:00	1.07748	1.07818	1.07675	1.07702	10888	0	2
2024.02.19	16:00:00	1.07701	1.07764	1.07620	1.07761	8323	0	2
2024.02.19	20:00:00	1.07759	1.07835	1.07759	1.07794	1656	0	2
2024.02.20	00:00:00	1.07778	1.07797	1.07649	1.07658	7656	0	2
2024.02.20	04:00:00	1.07660	1.07711	1.07615	1.07680	7880	0	2
2024.02.20	08:00:00	1.07681	1.07989	1.07672	1.07978	14431	0	2
2024.02.20	12:00:00	1.07977	1.08249	1.07935	1.08231	19309	0	2
2024.02.20	16:00:00	1.08234	1.08388	1.08091	1.08118	20119	0	2
2024.02.20	20:00:00	1.08117	1.08130	1.08042	1.08083	10049	0	2
2024.02.21	00:00:00	1.08063	1.08127	1.08053	1.08120	6191	0	2
2024.02.21	04:00:00	1.08121	1.08189	1.08120	1.08151	6937	0	2
2024.02.21	08:00:00	1.08151	1.08152	1.07898	1.07998	12099	0	2
2024.02.21	12:00:00	1.07998	1.08114	1.07941	1.08100	14258	0	2
2024.02.21	16:00:00	1.08101	1.08200	1.08009	1.08076	18498	0	2
2024.02.21	20:00:00	1.08075	1.08241	1.07998	1.08173	18027	0	2
2024.02.22	00:00:00	1.08164	1.08317	1.08128	1.08265	5433	0	2
2024.02.22	04:00:00	1.08264	1.08378	1.08189	1.08332	5304	0	2
2024.02.22	08:00:00	1.08333	1.08880	1.08329	1.08528	18031	0	2
2024.02.22	12:00:00	1.08526	1.08589	1.08211	1.08230	18109	0	2
2024.02.22	16:00:00	1.08230	1.08245	1.08027	1.08201	21638	0	2
2024.02.22	20:00:00	1.08202	1.08262	1.08144	1.08234	9978	0	2
2024.02.23	00:00:00	1.08206	1.08318	1.08147	1.08270	6931	0	2
2024.02.23	04:00:00	1.08273	1.08304	1.08209	1.08227	9621	0	2
2024.02.23	08:00:00	1.08227	1.08325	1.08138	1.08173	13132	0	2
2024.02.23	12:00:00	1.08174	1.08395	1.08169	1.08319	16610	0	2
2024.02.23	16:00:00	1.08318	1.08369	1.08118	1.08247	22862	0	2
2024.02.23	20:00:00	1.08247	1.08295	1.08176	1.08207	8980	0	2
2024.02.26	00:00:00	1.08262	1.08262	1.08126	1.08165	6734	0	2
2024.02.26	04:00:00	1.08164	1.08242	1.08142	1.08232	5752	0	2
2024.02.26	08:00:00	1.08231	1.08404	1.08219	1.08399	13184	0	2
2024.02.26	12:00:00	1.08400	1.08596	1.08384	1.08580	11832	0	2
2024.02.26	16:00:00	1.08580	1.08587	1.08386	1.08453	16982	0	2
2024.02.26	20:00:00	1.08452	1.08526	1.08396	1.08509	9581	0	2
2024.02.27	00:00:00	1.08477	1.08512	1.08452	1.08500	6579	0	2
2024.02.27	04:00:00	1.08500	1.08553	1.08482	1.08519	9079	0	2
2024.02.27	08:00:00	1.08521	1.08659	1.08470	1.08530	11917	0	2
2024.02.27	12:00:00	1.08529	1.08632	1.08418	1.08480	13355	0	2
2024.02.27	16:00:00	1.08480	1.08578	1.08329	1.08508	18923	0	2
2024.02.27	20:00:00	1.08509	1.08566	1.08406	1.08447	11143	0	2
2024.02.28	00:00:00	1.08449	1.08467	1.08378	1.08395	6266	0	2
2024.02.28	04:00:00	1.08394	1.08403	1.08254	1.08267	6025	0	2
2024.02.28	08:00:00	1.08265	1.08294	1.07966	1.07998	16489	0	2
2024.02.28	12:00:00	1.07997	1.08307	1.07992	1.08276	18455	0	2
2024.02.28	16:00:00	1.08275	1.08458	1.08213	1.08383	18367	0	2
2024.02.28	20:00:00	1.08384	1.08404	1.08324	1.08376	7898	0	2
2024.02.29	00:00:00	1.08356	1.08401	1.08277	1.08288	8850	0	2
2024.02.29	04:00:00	1.08290	1.08379	1.08286	1.08354	12356	0	2
2024.02.29	08:00:00	1.08353	1.08520	1.08258	1.08504	18053	0	2
2024.02.29	12:00:00	1.08505	1.08542	1.08217	1.08378	19246	0	2
2024.02.29	16:00:00	1.08376	1.08558	1.07958	1.07998	26878	0	2
2024.02.29	20:00:00	1.07998	1.08112	1.07984	1.08045	12669	0	2
2024.03.01	00:00:00	1.08014	1.08213	1.08010	1.08212	7317	0	2
2024.03.01	04:00:00	1.08211	1.08219	1.08110	1.08121	5430	0	2
2024.03.01	08:00:00	1.08120	1.08198	1.08081	1.08150	16302	0	2
2024.03.01	12:00:00	1.08152	1.08248	1.07983	1.08127	19271	0	2
2024.03.01	16:00:00	1.08128	1.08416	1.07979	1.08376	21567	0	2
2024.03.01	20:00:00	1.08375	1.08431	1.08314	1.08399	9745	0	2
2024.03.04	00:00:00	1.08370	1.08479	1.08360	1.08401	6706	0	2
2024.03.04	04:00:00	1.08400	1.08468	1.08384	1.08444	4935	0	2
2024.03.04	08:00:00	1.08443	1.08579	1.08376	1.08490	12872	0	2
2024.03.04	12:00:00	1.08489	1.08576	1.08400	1.08487	13380	0	2
2024.03.04	16:00:00	1.08486	1.08668	1.08448	1.08579	17280	0	2
2024.03.04	20:00:00	1.08579	1.08606	1.08549	1.08559	8085	0	2
2024.03.05	00:00:00	1.08541	1.08580	1.08474	1.08494	7691	0	2
2024.03.05	04:00:00	1.08494	1.08547	1.08482	1.08529	4376	0	2
2024.03.05	08:00:00	1.08530	1.08558	1.08415	1.08513	12827	0	2
2024.03.05	12:00:00	1.08513	1.08548	1.08419	1.08462	15006	0	2
2024.03.05	16:00:00	1.08463	1.08760	1.08404	1.08598	21798	0	2
2024.03.05	20:00:00	1.08599	1.08600	1.08489	1.08563	9932	0	2
2024.03.06	00:00:00	1.08551	1.08586	1.08419	1.08438	8096	0	2
2024.03.06	04:00:00	1.08439	1.08568	1.08438	1.08550	6014	0	2
2024.03.06	08:00:00	1.08550	1.08778	1.08547	1.08764	12277	0	2
2024.03.06	12:00:00	1.08764	1.08851	1.08673	1.08848	13609	0	2
2024.03.06	16:00:00	1.08845	1.09153	1.08812	1.09022	24660	0	2
2024.03.06	20:00:00	1.09024	1.09078	1.08928	1.08979	14675	0	2
2024.03.07	00:00:00	1.08948	1.09072	1.08945	1.08977	7477	0	2
2024.03.07	04:00:00	1.08977	1.09055	1.08934	1.09003	7429	0	2
2024.03.07	08:00:00	1.09001	1.09043	1.08876	1.09016	13786	0	2
2024.03.07	12:00:00	1.09016	1.09018	1.08677	1.08722	17908	0	2
2024.03.07	16:00:00	1.08722	1.09420	1.08690	1.09370	23638	0	2
2024.03.07	20:00:00	1.09369	1.09491	1.09364	1.09488	8291	0	2
2024.03.08	00:00:00	1.09445	1.09556	1.09431	1.09480	6645	0	2
2024.03.08	04:00:00	1.09479	1.09507	1.09440	1.09465	6422	0	2
2024.03.08	08:00:00	1.09464	1.09511	1.09260	1.09352	16399	0	2
2024.03.08	12:00:00	1.09352	1.09811	1.09175	1.09580	20183	0	2
2024.03.08	16:00:00	1.09580	1.09664	1.09367	1.09392	27272	0	2
2024.03.08	20:00:00	1.09394	1.09438	1.09333	1.09391	11606	0	2
2024.03.11	00:00:00	1.09373	1.09464	1.09358	1.09422	5940	0	2
2024.03.11	04:00:00	1.09420	1.09456	1.09369	1.09386	8519	0	2
2024.03.11	08:00:00	1.09388	1.09479	1.09353	1.09445	11697	0	2
2024.03.11	12:00:00	1.09445	1.09449	1.09292	1.09295	12356	0	2
2024.03.11	16:00:00	1.09294	1.09316	1.09144	1.09272	18027	0	2
2024.03.11	20:00:00	1.09273	1.09303	1.09183	1.09265	11496	0	2
2024.03.12	00:00:00	1.09227	1.09322	1.09197	1.09286	6449	0	2
2024.03.12	04:00:00	1.09285	1.09381	1.09268	1.09369	6175	0	2
2024.03.12	08:00:00	1.09369	1.09393	1.09211	1.09248	9797	0	2
2024.03.12	12:00:00	1.09247	1.09437	1.09023	1.09199	19978	0	2
2024.03.12	16:00:00	1.09200	1.09229	1.09021	1.09175	24517	0	2
2024.03.12	20:00:00	1.09175	1.09274	1.09126	1.09268	11725	0	2
2024.03.13	00:00:00	1.09256	1.09296	1.09244	1.09269	8971	0	2
2024.03.13	04:00:00	1.09268	1.09307	1.09220	1.09234	9907	0	2
2024.03.13	08:00:00	1.09234	1.09328	1.09208	1.09277	11732	0	2
2024.03.13	12:00:00	1.09277	1.09472	1.09200	1.09366	15363	0	2
2024.03.13	16:00:00	1.09367	1.09494	1.09314	1.09490	16845	0	2
2024.03.13	20:00:00	1.09490	1.09636	1.09455	1.09476	10234	0	2
2024.03.14	00:00:00	1.09502	1.09547	1.09454	1.09487	5319	0	2
2024.03.14	04:00:00	1.09488	1.09528	1.09389	1.09425	5719	0	2
2024.03.14	08:00:00	1.09424	1.09441	1.09316	1.09376	10893	0	2
2024.03.14	12:00:00	1.09376	1.09453	1.09240	1.09299	14722	0	2
2024.03.14	16:00:00	1.09300	1.09312	1.08829	1.08871	25471	0	2
2024.03.14	20:00:00	1.08870	1.08919	1.08805	1.08839	10572	0	2
2024.03.15	00:00:00	1.08836	1.08861	1.08760	1.08777	5867	0	2
2024.03.15	04:00:00	1.08778	1.08802	1.08728	1.08764	7509	0	2
2024.03.15	08:00:00	1.08765	1.08869	1.08732	1.08829	10313	0	2
2024.03.15	12:00:00	1.08828	1.08997	1.08826	1.08872	14031	0	2
2024.03.15	16:00:00	1.08872	1.08949	1.08813	1.08858	19272	0	2
2024.03.15	20:00:00	1.08860	1.08914	1.08833	1.08885	9459	0	2
2024.03.18	00:00:00	1.08898	1.08912	1.08792	1.08853	4525	0	2
2024.03.18	04:00:00	1.08852	1.08917	1.08827	1.08876	5169	0	2
2024.03.18	08:00:00	1.08874	1.08978	1.08851	1.08936	8643	0	2
2024.03.18	12:00:00	1.08937	1.09061	1.08898	1.08922	11677	0	2
2024.03.18	16:00:00	1.08920	1.08935	1.08694	1.08723	14855	0	2
2024.03.18	20:00:00	1.08723	1.08751	1.08658	1.08717	7118	0	2
2024.03.19	00:00:00	1.08730	1.08746	1.08692	1.08694	5400	0	2
2024.03.19	04:00:00	1.08695	1.08766	1.08666	1.08704	11923	0	2
2024.03.19	08:00:00	1.08705	1.08720	1.08423	1.08474	13386	0	2
2024.03.19	12:00:00	1.08473	1.08561	1.08346	1.08516	16716	0	2
2024.03.19	16:00:00	1.08515	1.08655	1.08493	1.08634	16305	0	2
2024.03.19	20:00:00	1.08635	1.08674	1.08596	1.08655	8773	0	2
2024.03.20	00:00:00	1.08647	1.08668	1.08582	1.08644	5548	0	2
2024.03.20	04:00:00	1.08645	1.08710	1.08621	1.08666	4639	0	2
2024.03.20	08:00:00	1.08667	1.08721	1.08500	1.08521	9185	0	2
2024.03.20	12:00:00	1.08519	1.08523	1.08363	1.08422	14500	0	2
2024.03.20	16:00:00	1.08421	1.08611	1.08372	1.08607	11556	0	2
2024.03.20	20:00:00	1.08607	1.09228	1.08586	1.09226	24616	0	2
