<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.08.21	16:00:00	1.11248	1.11482	1.10990	1.11462	36972	0	2
2024.08.21	20:00:00	1.11463	1.11740	1.11455	1.11511	11407	0	2
2024.08.22	00:00:00	1.11461	1.11582	1.11441	1.11475	5116	0	2
2024.08.22	04:00:00	1.11474	1.11492	1.11404	1.11433	5887	0	2
2024.08.22	08:00:00	1.11432	1.11650	1.11273	1.11425	16324	0	2
2024.08.22	12:00:00	1.11426	1.11461	1.11251	1.11400	16695	0	2
2024.08.22	16:00:00	1.11402	1.11415	1.10980	1.11104	24777	0	2
2024.08.22	20:00:00	1.11105	1.11133	1.10987	1.11110	9081	0	2
2024.08.23	00:00:00	1.11100	1.11224	1.11097	1.11197	4958	0	2
2024.08.23	04:00:00	1.11197	1.11287	1.11180	1.11277	6404	0	2
2024.08.23	08:00:00	1.11278	1.11320	1.11123	1.11228	12164	0	2
2024.08.23	12:00:00	1.11227	1.11272	1.11108	1.11142	13187	0	2
2024.08.23	16:00:00	1.11141	1.11960	1.11054	1.11738	39352	0	2
2024.08.23	20:00:00	1.11738	1.12008	1.11729	1.11932	11987	0	2
2024.08.26	00:00:00	1.11867	1.12016	1.11862	1.11937	7982	0	2
2024.08.26	04:00:00	1.11936	1.12003	1.11816	1.11832	8448	0	2
2024.08.26	08:00:00	1.11832	1.11893	1.11757	1.11804	14102	0	2
2024.08.26	12:00:00	1.11803	1.11827	1.11584	1.11612	15655	0	2
2024.08.26	16:00:00	1.11612	1.11788	1.11499	1.11713	21268	0	2
2024.08.26	20:00:00	1.11712	1.11755	1.11586	1.11611	10166	0	2
2024.08.27	00:00:00	1.11603	1.11669	1.11593	1.11609	4254	0	2
2024.08.27	04:00:00	1.11609	1.11706	1.11596	1.11683	5774	0	2
2024.08.27	08:00:00	1.11683	1.11741	1.11612	1.11666	13975	0	2
2024.08.27	12:00:00	1.11665	1.11787	1.11502	1.11585	16216	0	2
2024.08.27	16:00:00	1.11584	1.11717	1.11525	1.11658	20257	0	2
2024.08.27	20:00:00	1.11658	1.11905	1.11643	1.11846	9553	0	2
2024.08.28	00:00:00	1.11810	1.11853	1.11744	1.11798	3859	0	2
2024.08.28	04:00:00	1.11798	1.11799	1.11582	1.11596	7262	0	2
2024.08.28	08:00:00	1.11595	1.11607	1.11348	1.11412	17390	0	2
2024.08.28	12:00:00	1.11413	1.11456	1.11049	1.11118	18994	0	2
2024.08.28	16:00:00	1.11118	1.11377	1.11102	1.11148	24406	0	2
2024.08.28	20:00:00	1.11147	1.11200	1.11052	1.11197	11122	0	2
2024.08.29	00:00:00	1.11194	1.11324	1.11183	1.11313	3943	0	2
2024.08.29	04:00:00	1.11314	1.11370	1.11272	1.11353	5376	0	2
2024.08.29	08:00:00	1.11354	1.11400	1.10718	1.10847	21368	0	2
2024.08.29	12:00:00	1.10847	1.11000	1.10727	1.10842	20685	0	2
2024.08.29	16:00:00	1.10842	1.10895	1.10556	1.10816	24899	0	2
2024.08.29	20:00:00	1.10816	1.10854	1.10746	1.10782	13381	0	2
2024.08.30	00:00:00	1.10746	1.10832	1.10746	1.10805	3526	0	2
2024.08.30	04:00:00	1.10805	1.10821	1.10697	1.10740	6224	0	2
2024.08.30	08:00:00	1.10740	1.10951	1.10735	1.10749	14792	0	2
2024.08.30	12:00:00	1.10748	1.10882	1.10577	1.10679	19774	0	2
2024.08.30	16:00:00	1.10680	1.10801	1.10438	1.10495	30886	0	2
2024.08.30	20:00:00	1.10496	1.10567	1.10473	1.10484	11781	0	2
2024.09.02	00:00:00	1.10447	1.10559	1.10419	1.10535	3922	0	2
2024.09.02	04:00:00	1.10535	1.10556	1.10439	1.10484	5981	0	2
2024.09.02	08:00:00	1.10485	1.10774	1.10453	1.10674	12856	0	2
2024.09.02	12:00:00	1.10675	1.10729	1.10584	1.10679	13090	0	2
2024.09.02	16:00:00	1.10680	1.10720	1.10600	1.10657	9818	0	2
2024.09.02	20:00:00	1.10657	1.10726	1.10657	1.10714	967	0	3
2024.09.03	00:00:00	1.10668	1.10728	1.10589	1.10605	3965	0	2
2024.09.03	04:00:00	1.10605	1.10703	1.10539	1.10542	7448	0	2
2024.09.03	08:00:00	1.10542	1.10677	1.10480	1.10485	16997	0	2
2024.09.03	12:00:00	1.10485	1.10526	1.10331	1.10478	20060	0	2
2024.09.03	16:00:00	1.10480	1.10696	1.10359	1.10392	31744	0	2
2024.09.03	20:00:00	1.10392	1.10443	1.10263	1.10443	9384	0	2
2024.09.04	00:00:00	1.10360	1.10513	1.10357	1.10482	6941	0	2
2024.09.04	04:00:00	1.10482	1.10571	1.10475	1.10563	7198	0	2
2024.09.04	08:00:00	1.10563	1.10629	1.10467	1.10517	16528	0	2
2024.09.04	12:00:00	1.10519	1.10586	1.10399	1.10525	14596	0	2
2024.09.04	16:00:00	1.10524	1.10950	1.10499	1.10844	26878	0	2
2024.09.04	20:00:00	1.10842	1.10862	1.10652	1.10820	10817	0	2
2024.09.05	00:00:00	1.10831	1.10865	1.10757	1.10792	5335	0	2
2024.09.05	04:00:00	1.10792	1.10855	1.10746	1.10769	7041	0	2
2024.09.05	08:00:00	1.10768	1.11002	1.10766	1.10991	15631	0	2
2024.09.05	12:00:00	1.10990	1.11197	1.10870	1.10924	21259	0	2
2024.09.05	16:00:00	1.10923	1.11083	1.10762	1.11009	29050	0	2
2024.09.05	20:00:00	1.11009	1.11133	1.10995	1.11109	8901	0	2
2024.09.06	00:00:00	1.11092	1.11147	1.11084	1.11133	3538	0	2
2024.09.06	04:00:00	1.11133	1.11176	1.11092	1.11158	4725	0	2
2024.09.06	08:00:00	1.11159	1.11209	1.11107	1.11173	11917	0	2
2024.09.06	12:00:00	1.11173	1.11554	1.10777	1.11208	26394	0	2
2024.09.06	16:00:00	1.11209	1.11350	1.10655	1.10767	57128	0	2
2024.09.06	20:00:00	1.10768	1.10894	1.10696	1.10861	13950	0	2
2024.09.09	00:00:00	1.10797	1.10911	1.10796	1.10832	7002	0	2
2024.09.09	04:00:00	1.10832	1.10910	1.10745	1.10757	6637	0	2
2024.09.09	08:00:00	1.10757	1.10759	1.10455	1.10476	14776	0	2
2024.09.09	12:00:00	1.10475	1.10589	1.10356	1.10396	15159	0	2
2024.09.09	16:00:00	1.10395	1.10522	1.10339	1.10488	19026	0	2
2024.09.09	20:00:00	1.10488	1.10537	1.10339	1.10351	8300	0	2
2024.09.10	00:00:00	1.10337	1.10396	1.10282	1.10307	3895	0	2
2024.09.10	04:00:00	1.10307	1.10406	1.10305	1.10400	4337	0	2
2024.09.10	08:00:00	1.10399	1.10495	1.10335	1.10377	12482	0	2
2024.09.10	12:00:00	1.10377	1.10439	1.10265	1.10298	13900	0	2
2024.09.10	16:00:00	1.10298	1.10350	1.10151	1.10266	19458	0	2
2024.09.10	20:00:00	1.10265	1.10278	1.10185	1.10189	8039	0	2
2024.09.11	00:00:00	1.10193	1.10237	1.10167	1.10201	3681	0	2
2024.09.11	04:00:00	1.10202	1.10471	1.10182	1.10465	9761	0	2
2024.09.11	08:00:00	1.10465	1.10519	1.10366	1.10438	14137	0	2
2024.09.11	12:00:00	1.10438	1.10549	1.10032	1.10162	24290	0	2
2024.09.11	16:00:00	1.10161	1.10263	1.10020	1.10159	33130	0	2
2024.09.11	20:00:00	1.10159	1.10264	1.10140	1.10142	11656	0	2
2024.09.12	00:00:00	1.10123	1.10156	1.10059	1.10068	3201	0	2
2024.09.12	04:00:00	1.10068	1.10169	1.10065	1.10163	4879	0	2
2024.09.12	08:00:00	1.10163	1.10238	1.10054	1.10155	13222	0	2
2024.09.12	12:00:00	1.10156	1.10324	1.10081	1.10250	20805	0	2
2024.09.12	16:00:00	1.10251	1.10480	1.10245	1.10461	26354	0	2
2024.09.12	20:00:00	1.10462	1.10750	1.10424	1.10731	15142	0	2
2024.09.13	00:00:00	1.10734	1.10874	1.10703	1.10871	4941	0	2
2024.09.13	04:00:00	1.10871	1.10901	1.10793	1.10844	7292	0	2
2024.09.13	08:00:00	1.10844	1.10942	1.10730	1.10927	13995	0	2
2024.09.13	12:00:00	1.10927	1.11009	1.10792	1.10929	18761	0	2
2024.09.13	16:00:00	1.10929	1.11018	1.10768	1.10840	30153	0	2
2024.09.13	20:00:00	1.10839	1.10859	1.10728	1.10744	9164	0	2
2024.09.16	00:00:00	1.10763	1.10924	1.10741	1.10894	4622	0	2
2024.09.16	04:00:00	1.10893	1.11048	1.10866	1.10971	6144	0	2
2024.09.16	08:00:00	1.10971	1.11261	1.10957	1.11227	12959	0	2
2024.09.16	12:00:00	1.11228	1.11327	1.11158	1.11249	16539	0	2
2024.09.16	16:00:00	1.11250	1.11375	1.11165	1.11288	21223	0	2
2024.09.16	20:00:00	1.11289	1.11335	1.11161	1.11327	9436	0	2
2024.09.17	00:00:00	1.11321	1.11321	1.11218	1.11230	4317	0	2
2024.09.17	04:00:00	1.11228	1.11297	1.11217	1.11243	5421	0	2
2024.09.17	08:00:00	1.11243	1.11461	1.11157	1.11447	13217	0	2
2024.09.17	12:00:00	1.11443	1.11449	1.11178	1.11247	21932	0	2
2024.09.17	16:00:00	1.11248	1.11283	1.11115	1.11194	28964	0	2
2024.09.17	20:00:00	1.11194	1.11235	1.11109	1.11130	12254	0	2
2024.09.18	00:00:00	1.11133	1.11287	1.11130	1.11270	3705	0	2
2024.09.18	04:00:00	1.11271	1.11304	1.11199	1.11201	4691	0	2
2024.09.18	08:00:00	1.11199	1.11333	1.11152	1.11297	13913	0	2
2024.09.18	12:00:00	1.11297	1.11400	1.11179	1.11222	13512	0	2
2024.09.18	16:00:00	1.11223	1.11398	1.11081	1.11243	19714	0	2
2024.09.18	20:00:00	1.11242	1.11892	1.10966	1.11178	61812	0	2
2024.09.19	00:00:00	1.11127	1.11239	1.10787	1.10815	9388	0	2
2024.09.19	04:00:00	1.10815	1.11213	1.10685	1.11201	14846	0	2
2024.09.19	08:00:00	1.11202	1.11691	1.11201	1.11626	23383	0	2
2024.09.19	12:00:00	1.11625	1.11787	1.11256	1.11259	28710	0	2
2024.09.19	16:00:00	1.11260	1.11584	1.11164	1.11555	35027	0	2
2024.09.19	20:00:00	1.11554	1.11679	1.11523	1.11622	12915	0	2
2024.09.20	00:00:00	1.11613	1.11625	1.11572	1.11604	3735	0	2
2024.09.20	04:00:00	1.11604	1.11692	1.11572	1.11649	8640	0	2
2024.09.20	08:00:00	1.11650	1.11819	1.11523	1.11644	20529	0	2
2024.09.20	12:00:00	1.11645	1.11769	1.11540	1.11744	16423	0	2
2024.09.20	16:00:00	1.11743	1.11762	1.11360	1.11738	35099	0	2
2024.09.20	20:00:00	1.11736	1.11742	1.11560	1.11629	14484	0	2
2024.09.23	00:00:00	1.11582	1.11647	1.11560	1.11589	4283	0	2
2024.09.23	04:00:00	1.11587	1.11650	1.11557	1.11634	5259	0	2
2024.09.23	08:00:00	1.11635	1.11672	1.10831	1.10923	24127	0	2
2024.09.23	12:00:00	1.10924	1.11257	1.10921	1.11224	19195	0	2
2024.09.23	16:00:00	1.11224	1.11434	1.11151	1.11252	30089	0	2
2024.09.23	20:00:00	1.11253	1.11285	1.11096	1.11119	10712	0	2
2024.09.24	00:00:00	1.11115	1.11147	1.11043	1.11057	4371	0	2
2024.09.24	04:00:00	1.11058	1.11178	1.11033	1.11168	8207	0	2
2024.09.24	08:00:00	1.11167	1.11449	1.11042	1.11401	19457	0	2
2024.09.24	12:00:00	1.11401	1.11478	1.11219	1.11409	17333	0	2
2024.09.24	16:00:00	1.11409	1.11635	1.11325	1.11585	28785	0	2
2024.09.24	20:00:00	1.11585	1.11805	1.11547	1.11805	9578	0	2
2024.09.25	00:00:00	1.11796	1.11939	1.11772	1.11932	5153	0	2
2024.09.25	04:00:00	1.11933	1.11988	1.11851	1.11957	7802	0	2
2024.09.25	08:00:00	1.11957	1.11965	1.11822	1.11848	16047	0	2
2024.09.25	12:00:00	1.11847	1.12078	1.11781	1.11977	18109	0	2
2024.09.25	16:00:00	1.11976	1.12139	1.11327	1.11344	30110	0	2
2024.09.25	20:00:00	1.11344	1.11388	1.11214	1.11319	11534	0	2
2024.09.26	00:00:00	1.11309	1.11371	1.11288	1.11365	4146	0	2
2024.09.26	04:00:00	1.11365	1.11453	1.11316	1.11416	6086	0	2
2024.09.26	08:00:00	1.11415	1.11580	1.11256	1.11414	19319	0	2
2024.09.26	12:00:00	1.11414	1.11656	1.11374	1.11510	25522	0	2
2024.09.26	16:00:00	1.11509	1.11892	1.11257	1.11692	36972	0	2
2024.09.26	20:00:00	1.11691	1.11841	1.11684	1.11750	12620	0	2
2024.09.27	00:00:00	1.11762	1.11776	1.11680	1.11692	6981	0	2
2024.09.27	04:00:00	1.11690	1.11732	1.11624	1.11646	9282	0	2
2024.09.27	08:00:00	1.11646	1.11760	1.11248	1.11445	28488	0	2
2024.09.27	12:00:00	1.11444	1.12018	1.11372	1.11998	24729	0	2
2024.09.27	16:00:00	1.11997	1.12030	1.11461	1.11516	33869	0	2
2024.09.27	20:00:00	1.11518	1.11679	1.11504	1.11590	12734	0	2
2024.09.30	00:00:00	1.11566	1.11738	1.11552	1.11709	6186	0	2
2024.09.30	04:00:00	1.11708	1.11726	1.11562	1.11617	8094	0	2
2024.09.30	08:00:00	1.11617	1.12090	1.11560	1.12057	16836	0	2
2024.09.30	12:00:00	1.12057	1.12058	1.11831	1.11898	17342	0	2
2024.09.30	16:00:00	1.11898	1.11913	1.11349	1.11483	32505	0	2
2024.09.30	20:00:00	1.11483	1.11625	1.11136	1.11351	24086	0	2
2024.10.01	00:00:00	1.11298	1.11426	1.11270	1.11322	5411	0	2
2024.10.01	04:00:00	1.11323	1.11433	1.11313	1.11405	6635	0	2
2024.10.01	08:00:00	1.11405	1.11441	1.10979	1.11030	20923	0	2
2024.10.01	12:00:00	1.11030	1.11146	1.10700	1.10712	22090	0	2
2024.10.01	16:00:00	1.10712	1.10868	1.10481	1.10544	36099	0	2
2024.10.01	20:00:00	1.10543	1.10773	1.10458	1.10686	18914	0	2
2024.10.02	00:00:00	1.10652	1.10719	1.10634	1.10655	4586	0	2
2024.10.02	04:00:00	1.10656	1.10740	1.10604	1.10630	8469	0	2
2024.10.02	08:00:00	1.10629	1.10829	1.10540	1.10724	18793	0	2
2024.10.02	12:00:00	1.10725	1.10773	1.10510	1.10533	19203	0	2
2024.10.02	16:00:00	1.10536	1.10657	1.10325	1.10466	24688	0	2
2024.10.02	20:00:00	1.10466	1.10535	1.10367	1.10479	10169	0	2
2024.10.03	00:00:00	1.10468	1.10494	1.10371	1.10391	5117	0	2
2024.10.03	04:00:00	1.10390	1.10407	1.10319	1.10329	6893	0	2
2024.10.03	08:00:00	1.10330	1.10462	1.10248	1.10377	20976	0	2
2024.10.03	12:00:00	1.10376	1.10470	1.10281	1.10322	20787	0	2
2024.10.03	16:00:00	1.10320	1.10437	1.10082	1.10303	33045	0	2
2024.10.03	20:00:00	1.10303	1.10361	1.10249	1.10285	10571	0	2
2024.10.04	00:00:00	1.10299	1.10395	1.10290	1.10346	4271	0	2
2024.10.04	04:00:00	1.10347	1.10362	1.10252	1.10277	8568	0	2
2024.10.04	08:00:00	1.10278	1.10356	1.10210	1.10254	15439	0	2
2024.10.04	12:00:00	1.10255	1.10367	1.09590	1.09609	22378	0	2
2024.10.04	16:00:00	1.09608	1.09817	1.09513	1.09597	29299	0	2
2024.10.04	20:00:00	1.09597	1.09778	1.09576	1.09757	9336	0	2
2024.10.07	00:00:00	1.09652	1.09754	1.09629	1.09699	7228	0	2
2024.10.07	04:00:00	1.09698	1.09777	1.09683	1.09684	8762	0	2
2024.10.07	08:00:00	1.09683	1.09790	1.09580	1.09701	18219	0	2
2024.10.07	12:00:00	1.09701	1.09837	1.09542	1.09772	19932	0	2
2024.10.07	16:00:00	1.09771	1.09848	1.09696	1.09838	22987	0	2
2024.10.07	20:00:00	1.09837	1.09869	1.09657	1.09740	10899	0	2
2024.10.08	00:00:00	1.09740	1.09839	1.09700	1.09817	5611	0	2
2024.10.08	04:00:00	1.09817	1.09868	1.09726	1.09854	12123	0	2
2024.10.08	08:00:00	1.09854	1.09971	1.09784	1.09938	17262	0	2
2024.10.08	12:00:00	1.09938	1.09947	1.09715	1.09759	15661	0	2
2024.10.08	16:00:00	1.09759	1.09839	1.09608	1.09756	19925	0	2
2024.10.08	20:00:00	1.09757	1.09801	1.09657	1.09800	10266	0	2
2024.10.09	00:00:00	1.09714	1.09810	1.09706	1.09754	3916	0	2
2024.10.09	04:00:00	1.09754	1.09772	1.09620	1.09631	9734	0	2
2024.10.09	08:00:00	1.09632	1.09760	1.09510	1.09577	19169	0	2
2024.10.09	12:00:00	1.09578	1.09709	1.09526	1.09567	13381	0	2
2024.10.09	16:00:00	1.09567	1.09598	1.09394	1.09414	18398	0	2
2024.10.09	20:00:00	1.09415	1.09426	1.09362	1.09400	9044	0	2
2024.10.10	00:00:00	1.09379	1.09429	1.09377	1.09405	4646	0	2
2024.10.10	04:00:00	1.09404	1.09460	1.09383	1.09409	7501	0	2
2024.10.10	08:00:00	1.09410	1.09432	1.09281	1.09330	13040	0	2
2024.10.10	12:00:00	1.09330	1.09548	1.09066	1.09440	21645	0	2
2024.10.10	16:00:00	1.09439	1.09498	1.09030	1.09060	31805	0	2
2024.10.10	20:00:00	1.09061	1.09376	1.09000	1.09364	12920	0	2
2024.10.11	00:00:00	1.09327	1.09379	1.09302	1.09373	3807	0	2
2024.10.11	04:00:00	1.09374	1.09407	1.09294	1.09356	5854	0	2
2024.10.11	08:00:00	1.09356	1.09538	1.09322	1.09495	10169	0	2
2024.10.11	12:00:00	1.09494	1.09510	1.09260	1.09331	15739	0	2
2024.10.11	16:00:00	1.09329	1.09524	1.09280	1.09448	20139	0	2
2024.10.11	20:00:00	1.09449	1.09474	1.09324	1.09354	6177	0	2
2024.10.14	00:00:00	1.09301	1.09336	1.09153	1.09215	4555	0	2
2024.10.14	04:00:00	1.09214	1.09292	1.09179	1.09237	6628	0	2
2024.10.14	08:00:00	1.09238	1.09316	1.09223	1.09270	10890	0	2
2024.10.14	12:00:00	1.09270	1.09367	1.09072	1.09094	12264	0	2
2024.10.14	16:00:00	1.09095	1.09273	1.09007	1.09016	17642	0	2
2024.10.14	20:00:00	1.09015	1.09090	1.08880	1.09084	7138	0	2
2024.10.15	00:00:00	1.09057	1.09105	1.09040	1.09073	4034	0	2
2024.10.15	04:00:00	1.09071	1.09088	1.08915	1.08929	6541	0	2
2024.10.15	08:00:00	1.08930	1.09163	1.08848	1.09104	15277	0	2
2024.10.15	12:00:00	1.09105	1.09151	1.08971	1.09100	16581	0	2
2024.10.15	16:00:00	1.09100	1.09168	1.08893	1.08894	20767	0	2
2024.10.15	20:00:00	1.08894	1.08920	1.08818	1.08920	10179	0	2
2024.10.16	00:00:00	1.08900	1.08934	1.08821	1.08854	3817	0	2
2024.10.16	04:00:00	1.08855	1.08957	1.08842	1.08893	7258	0	2
2024.10.16	08:00:00	1.08893	1.08902	1.08751	1.08832	16609	0	2
2024.10.16	12:00:00	1.08832	1.09015	1.08824	1.08888	14137	0	2
2024.10.16	16:00:00	1.08888	1.08974	1.08660	1.08682	18304	0	2
2024.10.16	20:00:00	1.08682	1.08684	1.08531	1.08622	8250	0	2
2024.10.17	00:00:00	1.08588	1.08699	1.08563	1.08632	5448	0	2
2024.10.17	04:00:00	1.08632	1.08650	1.08512	1.08532	8103	0	2
2024.10.17	08:00:00	1.08532	1.08583	1.08489	1.08517	12447	0	2
2024.10.17	12:00:00	1.08517	1.08736	1.08333	1.08428	19452	0	2
2024.10.17	16:00:00	1.08429	1.08446	1.08109	1.08248	29521	0	2
2024.10.17	20:00:00	1.08248	1.08320	1.08209	1.08305	7709	0	2
2024.10.18	00:00:00	1.08265	1.08332	1.08253	1.08289	4489	0	2
2024.10.18	04:00:00	1.08289	1.08406	1.08274	1.08405	8152	0	2
2024.10.18	08:00:00	1.08405	1.08488	1.08345	1.08379	14251	0	2
2024.10.18	12:00:00	1.08378	1.08601	1.08341	1.08593	14144	0	2
2024.10.18	16:00:00	1.08593	1.08682	1.08511	1.08666	15640	0	2
2024.10.18	20:00:00	1.08666	1.08696	1.08590	1.08674	8804	0	2
2024.10.21	00:00:00	1.08602	1.08719	1.08596	1.08648	5034	0	2
2024.10.21	04:00:00	1.08648	1.08682	1.08583	1.08586	9129	0	2
2024.10.21	08:00:00	1.08586	1.08635	1.08462	1.08552	11343	0	2
2024.10.21	12:00:00	1.08552	1.08590	1.08445	1.08574	11760	0	2
2024.10.21	16:00:00	1.08574	1.08580	1.08170	1.08185	15841	0	2
2024.10.21	20:00:00	1.08185	1.08230	1.08109	1.08131	9015	0	2
2024.10.22	00:00:00	1.08153	1.08183	1.08133	1.08162	5111	0	2
2024.10.22	04:00:00	1.08162	1.08214	1.08150	1.08204	8474	0	2
2024.10.22	08:00:00	1.08203	1.08381	1.08180	1.08269	12694	0	2
2024.10.22	12:00:00	1.08269	1.08307	1.08111	1.08117	13748	0	2
2024.10.22	16:00:00	1.08117	1.08184	1.08008	1.08076	18593	0	2
2024.10.22	20:00:00	1.08076	1.08088	1.07925	1.07983	7716	0	2
2024.10.23	00:00:00	1.07958	1.08007	1.07921	1.07951	3635	0	2
2024.10.23	04:00:00	1.07952	1.08053	1.07936	1.08021	9476	0	2
2024.10.23	08:00:00	1.08022	1.08067	1.07792	1.07881	14539	0	2
2024.10.23	12:00:00	1.07881	1.07893	1.07612	1.07742	14925	0	2
2024.10.23	16:00:00	1.07743	1.07862	1.07694	1.07731	18031	0	2
2024.10.23	20:00:00	1.07731	1.07865	1.07671	1.07837	10571	0	2
2024.10.24	00:00:00	1.07822	1.07899	1.07792	1.07887	5156	0	2
2024.10.24	04:00:00	1.07887	1.07936	1.07812	1.07930	7854	0	2
2024.10.24	08:00:00	1.07931	1.08082	1.07704	1.08031	19793	0	2
2024.10.24	12:00:00	1.08031	1.08052	1.07884	1.07965	16456	0	2
2024.10.24	16:00:00	1.07966	1.08111	1.07949	1.08107	20057	0	2
2024.10.24	20:00:00	1.08107	1.08298	1.08105	1.08281	8704	0	2
2024.10.25	00:00:00	1.08258	1.08287	1.08199	1.08216	4334	0	2
2024.10.25	04:00:00	1.08217	1.08275	1.08200	1.08220	7467	0	2
2024.10.25	08:00:00	1.08220	1.08372	1.08136	1.08238	13459	0	2
2024.10.25	12:00:00	1.08238	1.08393	1.08209	1.08385	11850	0	2
2024.10.25	16:00:00	1.08384	1.08386	1.08024	1.08051	17303	0	2
2024.10.25	20:00:00	1.08051	1.08066	1.07929	1.07947	8709	0	2
2024.10.28	00:00:00	1.07913	1.08016	1.07864	1.07942	8085	0	2
2024.10.28	04:00:00	1.07942	1.07960	1.07821	1.07877	9726	0	2
2024.10.28	08:00:00	1.07877	1.08214	1.07820	1.08192	12731	0	2
2024.10.28	12:00:00	1.08191	1.08262	1.08084	1.08154	13791	0	2
2024.10.28	16:00:00	1.08155	1.08277	1.08135	1.08154	17253	0	2
2024.10.28	20:00:00	1.08154	1.08190	1.08098	1.08127	8404	0	2
2024.10.29	00:00:00	1.08138	1.08194	1.08107	1.08158	3869	0	2
2024.10.29	04:00:00	1.08157	1.08181	1.08061	1.08088	8472	0	2
2024.10.29	08:00:00	1.08089	1.08204	1.08055	1.08185	11051	0	2
2024.10.29	12:00:00	1.08184	1.08263	1.07720	1.07774	17184	0	2
2024.10.29	16:00:00	1.07774	1.08121	1.07688	1.07990	29191	0	2
2024.10.29	20:00:00	1.07988	1.08182	1.07979	1.08174	12371	0	2
2024.10.30	00:00:00	1.08135	1.08261	1.08129	1.08218	4564	0	2
2024.10.30	04:00:00	1.08218	1.08258	1.08130	1.08167	9295	0	2
2024.10.30	08:00:00	1.08166	1.08446	1.08139	1.08346	11249	0	2
2024.10.30	12:00:00	1.08347	1.08593	1.08071	1.08139	21872	0	2
2024.10.30	16:00:00	1.08139	1.08668	1.08112	1.08611	29297	0	2
2024.10.30	20:00:00	1.08611	1.08713	1.08536	1.08564	11702	0	2
2024.10.31	00:00:00	1.08555	1.08601	1.08529	1.08534	4704	0	2
2024.10.31	04:00:00	1.08533	1.08582	1.08440	1.08478	9857	0	2
2024.10.31	08:00:00	1.08477	1.08635	1.08465	1.08562	13823	0	2
2024.10.31	12:00:00	1.08562	1.08867	1.08541	1.08798	20302	0	2
2024.10.31	16:00:00	1.08797	1.08881	1.08462	1.08581	33789	0	2
2024.10.31	20:00:00	1.08582	1.08850	1.08554	1.08828	14973	0	2
2024.11.01	00:00:00	1.08839	1.08874	1.08804	1.08865	4523	0	2
2024.11.01	04:00:00	1.08865	1.08886	1.08750	1.08770	8583	0	2
2024.11.01	08:00:00	1.08771	1.08779	1.08573	1.08623	11943	0	2
2024.11.01	12:00:00	1.08624	1.09057	1.08524	1.08861	20086	0	2
2024.11.01	16:00:00	1.08862	1.08897	1.08462	1.08525	29831	0	2
2024.11.01	20:00:00	1.08525	1.08528	1.08318	1.08341	11699	0	2
2024.11.04	00:00:00	1.08811	1.08913	1.08698	1.08883	10372	0	2
2024.11.04	04:00:00	1.08883	1.09049	1.08847	1.08989	12055	0	2
2024.11.04	08:00:00	1.08990	1.09022	1.08871	1.08962	16442	0	2
2024.11.04	12:00:00	1.08962	1.09147	1.08933	1.09050	15532	0	2
2024.11.04	16:00:00	1.09050	1.09098	1.08798	1.08887	22880	0	2
2024.11.04	20:00:00	1.08886	1.08891	1.08739	1.08774	9820	0	2
2024.11.05	00:00:00	1.08777	1.08793	1.08725	1.08775	4717	0	2
2024.11.05	04:00:00	1.08777	1.08800	1.08743	1.08785	6146	0	2
2024.11.05	08:00:00	1.08785	1.08975	1.08769	1.08916	11948	0	2
2024.11.05	12:00:00	1.08917	1.09016	1.08895	1.08925	10647	0	2
2024.11.05	16:00:00	1.08925	1.09303	1.08889	1.09300	20783	0	2
2024.11.05	20:00:00	1.09300	1.09364	1.09240	1.09290	10724	0	2
2024.11.06	00:00:00	1.09261	1.09370	1.08211	1.08364	35614	0	2
2024.11.06	04:00:00	1.08363	1.08392	1.07186	1.07597	63433	0	2
2024.11.06	08:00:00	1.07599	1.07813	1.07026	1.07552	49363	0	2
2024.11.06	12:00:00	1.07551	1.07617	1.06823	1.07098	40454	0	2
2024.11.06	16:00:00	1.07099	1.07451	1.06982	1.07271	41824	0	2
2024.11.06	20:00:00	1.07272	1.07580	1.07260	1.07289	21266	0	2
2024.11.07	00:00:00	1.07246	1.07371	1.07127	1.07176	9334	0	2
2024.11.07	04:00:00	1.07177	1.07477	1.07172	1.07460	10304	0	2
2024.11.07	08:00:00	1.07459	1.07716	1.07408	1.07464	23691	0	2
2024.11.07	12:00:00	1.07464	1.07947	1.07463	1.07923	26151	0	2
2024.11.07	16:00:00	1.07923	1.08248	1.07812	1.08048	30534	0	2
2024.11.07	20:00:00	1.08049	1.08096	1.07667	1.08018	33618	0	2
2024.11.08	00:00:00	1.08043	1.08053	1.07790	1.07870	8218	0	2
2024.11.08	04:00:00	1.07871	1.07897	1.07765	1.07817	9588	0	2
2024.11.08	08:00:00	1.07819	1.07894	1.07609	1.07791	25160	0	2
2024.11.08	12:00:00	1.07791	1.07975	1.07444	1.07530	24846	0	2
2024.11.08	16:00:00	1.07529	1.07658	1.06868	1.07091	32654	0	2
2024.11.08	20:00:00	1.07091	1.07214	1.06998	1.07180	13141	0	2
2024.11.11	00:00:00	1.07077	1.07280	1.07072	1.07202	10445	0	2
2024.11.11	04:00:00	1.07201	1.07271	1.07078	1.07175	8684	0	2
2024.11.11	08:00:00	1.07176	1.07221	1.06680	1.06814	21139	0	2
2024.11.11	12:00:00	1.06813	1.06885	1.06364	1.06480	20731	0	2
