datetime,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<TICKVOL>,ema_50,ema_100,ema_200,rsi,macd,macd_signal,macd_diff,bb_upper,bb_lower,bb_mid,bb_bandwidth,stoch_k,stoch_d,atr
2024-06-06 08:00:00,1.08871,1.08882,1.08711,1.08772,9550,1.086073016345536,1.0842517848674662,1.0817843206918742,52.539721599277286,0.0007053882571683712,0.0008467444537718128,-0.00014135619660344168,1.0914467887800041,1.0840992112199956,1.0877729999999999,0.6754697496636227,38.44856661045638,45.44605900002362,0.0019401669978326428
2024-06-06 12:00:00,1.08772,1.09018,1.08619,1.08816,13214,1.0861548588417895,1.0843291752661302,1.08184776028698,53.9609751544309,0.0006858034298242721,0.0008145562489823047,-0.00012875281915803263,1.0913995198058506,1.0844444801941495,1.087922,0.6392957961785013,48.312611012434175,46.615197735769414,0.0020865836408445926
2024-06-06 16:00:00,1.08815,1.08912,1.08718,1.08819,16242,1.0862346682989743,1.0844056272410583,1.0819108671497961,54.06198571068203,0.0006650369305682968,0.0007846523852995032,-0.00011961545473120636,1.0911095963137154,1.085152403686285,1.0881310000000002,0.5474701692563156,58.01687763713185,48.25935175334077,0.0020761133807842684
2024-06-06 20:00:00,1.08818,1.08943,1.08809,1.08895,6834,1.086341151895093,1.0844956148204432,1.0819809082726837,56.65641871057513,0.0007018148934807567,0.0007680848869357539,-6.626999345499729e-05,1.0908164987800069,1.0858985012199933,1.0883575,0.45187335595275835,74.05063291139555,60.126707186987154,0.0020235338535853848
2024-06-07 00:00:00,1.08904,1.08932,1.08867,1.08895,3262,1.086443459663913,1.084583820467563,1.0820502524689755,56.656418710575124,0.0007226316462642934,0.0007589942388014619,-3.636259253716849e-05,1.090851401899363,1.0859075981006372,1.0883795,0.4542352918927378,74.05063291139555,68.70604781997429,0.001925424292615003
2024-06-07 04:00:00,1.08896,1.08979,1.08871,1.08953,5766,1.0865645004614066,1.0846817646167202,1.0821246778175428,58.71987382058302,0.0007769737557525858,0.0007625901421916868,1.4383613560899002e-05,1.0907246952881011,1.0859623047118991,1.0883435000000001,0.4375815701754069,86.28691983122738,78.12939521800614,0.0018650368431425007
2024-06-07 08:00:00,1.08953,1.08984,1.08831,1.0889,11022,1.0866560886786063,1.0847652940302503,1.0821920939586618,55.62233546810878,0.0007604386705284405,0.0007621598478590375,-1.7211773305970306e-06,1.0902121566605116,1.0862368433394882,1.0882245,0.36530268533959775,72.99578059071821,77.77777777778034,0.00184110564006088
2024-06-07 12:00:00,1.08886,1.09018,1.08239,1.08332,16944,1.0865252616716021,1.084736674346483,1.0822033169043468,37.003494256028866,0.0002936896587939497,0.00066846581004602,-0.0003747761512520703,1.0904360138888678,1.0852519861111323,1.087844,0.47654146897308086,11.93838254172146,57.07369432122232,0.0022660266657708148
2024-06-07 16:00:00,1.08331,1.08357,1.08032,1.08052,21527,1.0862897612138922,1.0846531758445725,1.082186567482413,31.335288117061737,-0.00029870560292155623,0.00047503152745250474,-0.000773737130374061,1.0915717853042732,1.0833592146957267,1.0874655,0.7552028646928588,2.0283975659227016,28.98752023278742,0.0023363104753586117
2024-06-07 20:00:00,1.08051,1.08071,1.07996,1.0802,8674,1.0860509470486415,1.08456499414468,1.082166800641792,30.755456743013326,-0.0007849559577934873,0.00022303403040330636,-0.0010079899881967936,1.0923320157366143,1.0819739842633862,1.0871530000000003,0.9527666734330965,2.348336594912137,5.4383722341854,0.00222300258426157
2024-06-10 00:00:00,1.07685,1.07817,1.07637,1.07778,6276,1.0857265961839888,1.0844306378249833,1.0821231508841622,26.727567462510564,-0.0013500244015502982,-9.157765598741457e-05,-0.0012584467455628837,1.093212286591187,1.0800687134088132,1.0866405000000001,1.2095604003692033,10.209992758869832,4.862242306568191,0.0023377881139571726
2024-06-10 04:00:00,1.07779,1.07799,1.0748,1.07542,5670,1.0853224159414794,1.0842522093532014,1.0820564528654144,23.49588637484088,-0.001965619058037271,-0.0004663859363973859,-0.0014992331216398852,1.0941737307459305,1.0778622692540694,1.086018,1.5019513020834956,4.031209362809278,5.5298462388637155,0.002398660391531662
2024-06-10 08:00:00,1.07543,1.07681,1.07478,1.07567,13924,1.0849438898261272,1.084082264613534,1.0819929060707336,24.536805379570453,-0.0024055793267032666,-0.000854224614458562,-0.0015513547122447046,1.0946083176726744,1.0761526823273253,1.0853804999999999,1.7003839064133834,5.779220779219763,6.673474300299591,0.0023723275064222557
2024-06-10 12:00:00,1.07566,1.07603,1.07328,1.07413,12666,1.0845198157152987,1.0838851900667312,1.081914668199383,22.505452839556725,-0.0028457125363223756,-0.0012525221988313247,-0.001593190337491051,1.0950324769893998,1.0743355230106002,1.084684,1.9081090878817757,5.029585798816696,4.94667198028188,0.0023993041131063824
2024-06-10 16:00:00,1.07412,1.07588,1.0733,1.07539,13845,1.0841617837264634,1.0837169684812513,1.0818497461277474,27.774050682677696,-0.003057603654555985,-0.0016135384899762567,-0.0014440651645797281,1.0950837388020314,1.0730652611979687,1.0840745,2.0310852809527957,12.485207100592111,7.76467122620949,0.0024122109621702143
2024-06-10 20:00:00,1.07539,1.07656,1.07502,1.07649,7121,1.0838609294626806,1.0835738601944938,1.0817964153205062,32.11330772419643,-0.0031010214405844394,-0.0019110350800978933,-0.001189986360486546,1.0947740765303602,1.0721849234696401,1.0834795000000002,2.084871292970478,18.9940828402364,12.16962524654837,0.002349910179158047
2024-06-11 00:00:00,1.07641,1.07681,1.07561,1.07636,3766,1.083566775366105,1.083431011477771,1.0817423216357251,31.869619609266223,-0.0031100693192041007,-0.002150841927919135,-0.0009592273912849658,1.0945916929650021,1.0713593070349976,1.0829754999999999,2.145236520124836,18.22485207100584,16.568047337278085,0.0022677737377896218
2024-06-11 04:00:00,1.07637,1.07705,1.07623,1.07684,5824,1.0833029802537086,1.0833004963990032,1.0816935423159668,33.86516740685559,-0.0030434251292998926,-0.0023293585681952865,-0.0007140665611046061,1.0942331721175256,1.0707098278824745,1.0824715,2.1731144177977058,21.0650887573966,19.428007889546247,0.002164361327947509
2024-06-11 08:00:00,1.07683,1.07734,1.07434,1.07452,11452,1.082958549655524,1.0831266251831813,1.0816221637854597,29.385141387315798,-0.0031415993380152774,-0.0024918067221592847,-0.0006497926158559927,1.0937268314302009,1.069848168569799,1.0817875,2.2073339598028237,7.337278106508367,15.542406311636903,0.002224049804522679
2024-06-11 12:00:00,1.0745,1.07564,1.07236,1.07322,17006,1.0825766457474644,1.0829304543874747,1.081538560165704,27.21274203295779,-0.0032864184549517006,-0.002650729068717768,-0.0006356893862339325,1.0930647402892777,1.0689612597107223,1.081013,2.2297123696528516,4.826038159371972,11.076135007758948,0.0022994748184853413
2024-06-11 16:00:00,1.07321,1.07389,1.07194,1.07373,14979,1.0822297184632501,1.082748267171881,1.0814608630496274,29.41730065082021,-0.0033217449032072466,-0.002784932235615664,-0.0005368126675915825,1.0923508955239583,1.0682761044760416,1.0803135,2.228500435097465,9.81359649122904,7.325637585703093,0.0022745123314506827
2024-06-11 20:00:00,1.07373,1.07494,1.07366,1.07401,6829,1.0819073765627305,1.0825752321783786,1.0813867251088352,30.65903504783057,-0.003289231494824074,-0.0028857920874573464,-0.0004034394073667278,1.0913758757852503,1.0678361242147498,1.079606,2.1804020698755355,17.798796216681094,10.812810289094003,0.0022034757363470587
2024-06-12 00:00:00,1.07374,1.07429,1.07348,1.0736,3459,1.0815815970896823,1.0823975048085097,1.081309245257006,29.831445022088516,-0.0032589804598248673,-0.0029604297619308505,-0.00029855069789401674,1.0902289751045855,1.0675240248954145,1.0788765,2.104499468583379,18.92816419612526,15.513518968011764,0.00210394175517941
2024-06-12 04:00:00,1.07361,1.07432,1.07345,1.07367,4831,1.081271338380283,1.0822246829311135,1.081233232866389,30.177980765821772,-0.0031925560824344057,-0.0030068550260315616,-0.00018570105640284412,1.0886799195052645,1.0675450804947355,1.0781125,1.9603556224910703,27.768860353129362,21.498606921978535,0.0020158030583808757
2024-06-12 08:00:00,1.07366,1.07539,1.07355,1.07465,9019,1.0810116780516446,1.0820746892097053,1.0811677280617482,35.01659176596536,-0.0030259551476419233,-0.003010675050353634,-1.5280097288289298e-05,1.0868066952365893,1.0679883047634107,1.0773975,1.74665250969848,44.793388429754756,30.496804326336427,0.0020032456970679605
2024-06-12 12:00:00,1.07465,1.083,1.0744,1.08265,9132,1.081075925971188,1.0820860815025823,1.0811824770362581,59.61816740120756,-0.002222766892204797,-0.002853093418723867,0.0006303265265190697,1.0850621110531264,1.0690448889468733,1.0770534999999999,1.4871333788203758,96.83544303797404,56.465897273619355,0.0024744424329916736
2024-06-12 16:00:00,1.08258,1.08522,1.08175,1.0844,12351,1.081206281815455,1.082131901670848,1.0812144921901263,62.92473528436709,-0.0014285565280620638,-0.0025681860405915064,0.0011396295125294426,1.0836594333915843,1.0699975666084156,1.0768285,1.26871333579755,93.82530120481904,78.48471089084926,0.002545553687777989
2024-06-12 20:00:00,1.08439,1.08457,1.08036,1.08096,14048,1.0811966237050452,1.0821086956971677,1.081211959929528,53.62877292949869,-0.0010644480487129737,-0.0022674384422158,0.0012029903935028264,1.083159678164717,1.0702613218352828,1.0767105,1.1979409812975965,67.92168674698723,86.19414366326008,0.0026644427100795645
2024-06-13 00:00:00,1.08078,1.08156,1.08062,1.08128,2856,1.0811998933636708,1.0820922858813822,1.0812126369451547,54.305038832137946,-0.0007415203449641083,-0.0019622548227654617,0.0012207344778013534,1.0832952343767916,1.0702017656232086,1.0767485,1.2160192239490542,70.33132530120481,77.35943775100367,0.0025412682307881787
2024-06-13 04:00:00,1.08128,1.08157,1.0803,1.08038,4019,1.0811677406827427,1.0820583792302656,1.0812043520004269,52.00775718819931,-0.0005518588067567887,-0.0016801756195637273,0.0011283168128069386,1.0833236552677545,1.070191344732245,1.0767574999999998,1.2196163514541996,63.55421686746904,67.26907630522032,0.002450463357160443
2024-06-13 08:00:00,1.08037,1.08164,1.08004,1.08061,6978,1.0811458684991058,1.0820296984534286,1.081198438050174,52.560073828949854,-0.00037862701691637746,-0.0014198658990342574,0.00104123888211788,1.0836660936154499,1.0701319063845502,1.076899,1.256774055032051,65.2861445783137,66.39056224899582,0.002389715974506129
2024-06-13 12:00:00,1.08061,1.08161,1.07805,1.07933,9592,1.081074657969729,1.0819762390781131,1.0811798466267892,49.16872220339799,-0.0003406975289568237,-0.0012040322250187708,0.0008633346960619471,1.083905163624072,1.0702838363759277,1.0770944999999998,1.2646362271968008,55.64759036144508,61.49598393574257,0.002473307690612835
2024-06-13 16:00:00,1.07937,1.08076,1.07328,1.07351,12591,1.0807780047160143,1.0818085907795367,1.0811035297449307,37.36374914035234,-0.0007713716050117281,-0.0011175001010173622,0.00034612849600563415,1.0839508643644098,1.0700221356355903,1.0769865,1.2933057869174265,11.822289156626882,44.25200803212852,0.0028309285698547705
2024-06-13 20:00:00,1.07352,1.0744,1.07351,1.07387,4872,1.0805071025702881,1.0816513909621202,1.0810315543245832,38.34974514286034,-0.0010712858058523622,-0.0011082572419843623,3.69714361320001e-05,1.0839600793490278,1.0699869206509722,1.0769735,1.297446845076095,14.533132530121861,27.33433734939791,0.002692290814865148
2024-06-14 00:00:00,1.07372,1.07409,1.07351,1.07364,2456,1.080237804430277,1.0814927495569295,1.0809580065203586,37.938838231789966,-0.0013124005124272031,-0.0011490858960729305,-0.00016331461635427265,1.0839925192605284,1.0697794807394716,1.076886,1.31982758816224,3.0150753768837024,9.79016568787745,0.0025414128995176395
2024-06-14 04:00:00,1.07363,1.0745,1.0735,1.07363,4185,1.079978674844776,1.0813370515459013,1.0808850910325938,37.919814136573926,-0.001487149635670315,-0.0012166986439924074,-0.00027045099167790775,1.0839893621218004,1.0694966378781996,1.076743,1.3459780322324657,2.9313232830826688,6.826510396696044,0.0024313119781235308
2024-06-14 08:00:00,1.07362,1.07373,1.06898,1.06919,9722,1.0795555895567455,1.081096515871725,1.080768721967593,30.58626666944211,-0.0019613018019073447,-0.001365619275575395,-0.0005956825263319498,1.0843453981277411,1.068423601872259,1.0763845,1.4791922640545332,1.2931034482761272,2.413167369414133,0.0025969325511147096
2024-06-14 12:00:00,1.06915,1.07058,1.06716,1.06891,12910,1.079138115456481,1.0808551987257502,1.0806507247340846,30.18974484615559,-0.0023327737064871013,-0.0015590501617577363,-0.000773723544729365,1.0845833001111234,1.067392699888877,1.0759880000000002,1.5976572435981058,9.689922480619721,4.6381164039928064,0.002655723083177943
2024-06-14 16:00:00,1.06893,1.07018,1.06676,1.07004,11572,1.0787813266150503,1.0806410363747452,1.0805451453834969,33.91331618806801,-0.002507086182081286,-0.0017486573658224464,-0.0007584288162588398,1.0847263220205636,1.0668016779794363,1.075764,1.6662245660876707,17.768147345612928,9.583724424836225,0.002710314291522374
2024-06-14 20:00:00,1.07005,1.07075,1.06945,1.07058,4410,1.0784597059634797,1.0804418079316809,1.0804459897080392,35.67892207202178,-0.0025720080796882705,-0.0019133275085956112,-0.0006586805710926593,1.0848153492800983,1.0664486507199016,1.075632,1.7075262320381583,20.693391115927014,16.050486980719853,0.0026095775564136388
2024-06-17 00:00:00,1.07029,1.07091,1.06998,1.07039,3211,1.0781432469060883,1.0802427622300634,1.0803459301089542,35.32135160145023,-0.002608718876050631,-0.0020524057820866153,-0.0005563130939640155,1.084898691748212,1.0660313082517878,1.075465,1.7543465846330788,20.381807973048854,19.614448811529567,0.0024896077309555288
2024-06-17 04:00:00,1.07039,1.07055,1.06988,1.07042,3775,1.0778403744783986,1.080048252086894,1.0802471646352334,35.43138479815815,-0.0026053587435590497,-0.0021629963743811024,-0.0004423623691779473,1.0849567284121662,1.065614271587834,1.0752855000000001,1.7988205759616502,24.596774193548356,21.890657760841375,0.0023596357501729876
2024-06-17 08:00:00,1.0704,1.07122,1.06863,1.07071,9813,1.077560751949834,1.0798633362039851,1.080152267474684,36.55501021082117,-0.0025499015600563,-0.0022403774115161423,-0.00030952414854015786,1.0849933091709654,1.0652886908290344,1.075141,1.8327473644787928,26.545698924731983,23.84142703044303,0.0023760903394463525
2024-06-17 12:00:00,1.07074,1.07177,1.0702,1.07137,8249,1.0773179773635662,1.0796951513286586,1.0800648817286673,39.15031882824596,-0.0024247439198756826,-0.0022772507131880505,-0.00014749320668763213,1.0849972795568217,1.0650547204431784,1.075026,1.855076911036876,30.981182795698935,27.374551971326394,0.0023185124580573165
2024-06-17 16:00:00,1.07138,1.07278,1.07117,1.07252,8997,1.0771298213885243,1.0795530691241306,1.0799898082786308,43.48812351335295,-0.002207315638595775,-0.0022632636982695955,5.594805967382068e-05,1.0849498927640095,1.0648891072359905,1.0749195,1.866259336445105,38.787878787878626,32.10492016943648,0.002267904425338945
2024-06-17 20:00:00,1.0725,1.07378,1.07233,1.0734,4237,1.076983553883092,1.0794312261711776,1.0799242380470027,46.6237836614411,-0.0019416118211987854,-0.0021989333228554335,0.0002573215016566481,1.0838518285774836,1.0650621714225168,1.0744570000000002,1.7487584105242766,47.42857142857124,39.06587767071624,0.002209482680671874
2024-06-18 00:00:00,1.07326,1.07411,1.07305,1.07361,2440,1.0768512576523825,1.0793159543658077,1.079861409807729,47.37421191466574,-0.0016945605474980585,-0.0020980587677839587,0.00040349822028590016,1.0821314755904377,1.065703524409562,1.0739174999999999,1.5297218995756743,88.50129198966346,58.23924740203774,0.0021273767749095856
2024-06-18 04:00:00,1.07363,1.07367,1.07202,1.07215,4096,1.0766668946071911,1.079174054279356,1.079784679361881,42.862351740208325,-0.001598157862433336,-0.001998078586713834,0.0003999207242804982,1.0810531919194486,1.0659008080805514,1.073477,1.4115238462395716,69.6382428940562,68.52270210409694,0.00209327843384461
2024-06-18 08:00:00,1.07214,1.07352,1.07148,1.07193,7650,1.07648113403436,1.0790306076599627,1.07970652334833,42.209997531120365,-0.001521965925560087,-0.0019028560544830848,0.00038089012892299776,1.0797047026855298,1.0663142973144701,1.0730095,1.2479298059392412,66.79586563307578,74.9784668389318,0.002089472831427141
2024-06-18 12:00:00,1.07194,1.0734,1.07099,1.07312,8841,1.0763493248565421,1.0789135659241218,1.0796409858025755,46.916277977913346,-0.0013499982721629777,-0.0017922844980190634,0.00044228622585608564,1.0784289087541725,1.0668640912458276,1.0726465,1.0781573900017318,86.53061224490028,74.3215735906774,0.0021123676291823308
2024-06-18 16:00:00,1.07311,1.07614,1.073,1.07393,10612,1.076254449371972,1.0788148814503769,1.0795841600731968,49.90666745537306,-0.0011352657998757731,-0.0016608807583904054,0.0005256149585146322,1.0768551902822379,1.0677698097177621,1.0723125,0.8472698550539811,76.4392324093816,76.58857009578587,0.002185769941383603
2024-06-18 20:00:00,1.07394,1.07433,1.0732,1.07392,5173,1.076162902337777,1.0787179531048248,1.0795278002714734,49.86931669291978,-0.000954888326717418,-0.001519682272055808,0.0005647939453383901,1.0753602983591508,1.0687237016408495,1.0720420000000002,0.6190612605011091,76.33262260127856,79.7674890851868,0.0021103578027133513
2024-06-19 00:00:00,1.07381,1.07411,1.07364,1.07374,1862,1.076067886559825,1.0786193797760164,1.079470210219021,49.15617444395236,-0.000817044000719358,-0.001379154617788518,0.0005621106170691601,1.0753935914658648,1.0687134085341352,1.0720535,0.6231202949973637,68.04260985352678,73.60482162139563,0.0019931893882338242
2024-06-19 04:00:00,1.07373,1.07424,1.07352,1.07359,2873,1.0759707145378712,1.0785197880972834,1.079411700664603,48.53332053868285,-0.0007117010786328315,-0.0012456639099573809,0.0005339628313245494,1.075351245612263,1.0687277543877371,1.0720395,0.6178402217946044,66.04527296937405,70.14016847472644,0.0019022472890742692
2024-06-19 08:00:00,1.07358,1.07417,1.07247,1.07403,7536,1.0758946080854057,1.0784308814022876,1.0793581514042587,50.51409809172865,-0.0005859571815149955,-0.0011137225642689039,0.0005277653827539083,1.0754125408153683,1.0687054591846314,1.0720589999999999,0.625626167098719,71.90412782956031,68.66400355082035,0.0018878010541403952
2024-06-19 12:00:00,1.07402,1.07533,1.07325,1.07458,7359,1.0758430548271545,1.0783546263250146,1.0793106076091916,52.95162213031484,-0.0004368876646105857,-0.0009783555843372402,0.0005414679197266545,1.075572721429791,1.0686402785702092,1.0721065,0.6466188629191066,79.22769640479389,72.39236573457606,0.0019015295502732143
2024-06-19 16:00:00,1.07464,1.07508,1.07409,1.07472,4176,1.0757990134613837,1.0782826535264993,1.079264929921538,53.578434031382905,-0.0003039484400888526,-0.0008434741554875628,0.0005395257153987102,1.075755501149049,1.0690104988509508,1.0723829999999999,0.628973258443873,76.09427609427297,75.7420334428757,0.0018364202966822739
2024-06-19 20:00:00,1.07471,1.07472,1.07425,1.07443,792,1.0757453266589765,1.0782063633576577,1.0792168211661,52.032047214999785,-0.0002194638802488491,-0.0007186721004398202,0.000499208220190971,1.0757403561949788,1.0695776438050213,1.072659,0.5745267032633362,66.79611650485235,74.03936300130637,0.001738818846919252
2024-06-20 00:00:00,1.07438,1.07488,1.07427,1.07461,1975,1.075700804044899,1.0781351482416646,1.079170982149522,52.93995071568448,-0.00013641228629723834,-0.0006022201376113039,0.0004658078513140655,1.0758328955592298,1.0699421044407702,1.0728875,0.549059534989417,70.29126213592166,71.06055157834896,0.0016581889292821626
2024-06-20 04:00:00,1.07461,1.0748,1.07389,1.07426,3384,1.0756443019254913,1.0780584126329187,1.079122116655497,50.921715607560344,-9.770904560801874e-05,-0.0005013179192106469,0.00040360887360262813,1.075873601175962,1.070269398824038,1.0730715,0.5222580556770027,63.49514563106586,66.86084142394658,0.0016047468629048628
2024-06-20 08:00:00,1.07427,1.07433,1.07125,1.07169,6740,1.0754892312617466,1.0779323054520689,1.0790481652459896,39.12643524551835,-0.0002712867454031098,-0.0004553116844491395,0.00018402493904602965,1.0757400535332169,1.070532946466783,1.0731365,0.48522318143441234,13.592233009707273,49.12621359223157,0.001710122086983085
2024-06-20 12:00:00,1.07172,1.07321,1.07128,1.07189,8828,1.0753480849377566,1.0778126558391565,1.078976939721154,40.28565420462997,-0.00038823466694748454,-0.0004418962809488085,5.3661614001323946e-05,1.0755746902546264,1.0708453097453736,1.07321,0.4406761499848824,17.475728155337922,31.52103559870366,0.0017258276521985778
2024-06-20 16:00:00,1.0719,1.07306,1.07033,1.07071,9595,1.075166199253923,1.0776720091888763,1.0788946816144758,35.93735388028385,-0.00056956725884727,-0.0004674304765285008,-0.00010213678231876919,1.0755746902546264,1.0708453097453736,1.07321,0.4406761499848824,6.540447504303629,12.536136223116246,0.0017975542484701006
2024-06-20 20:00:00,1.07071,1.07178,1.07018,1.07023,5124,1.0749726228125926,1.0775246426702847,1.0788084658770183,34.31481651920596,-0.0007434367566736544,-0.0005226317325575315,-0.00022080502411612286,1.0757371292537963,1.0705688707462038,1.073153,0.48159568184522655,0.8389261744983884,8.285033944713286,0.0017834432307222395
2024-06-21 00:00:00,1.07017,1.07076,1.07012,1.07065,2153,1.074803108192491,1.0773885111322592,1.0787272871120728,36.9953068606227,-0.0008376828104501577,-0.0005856419481360568,-0.0002520408623141009,1.0758551428599388,1.0702638571400613,1.0730595,0.5210601760552361,10.172744721691899,5.850706133497944,0.0017017687142420778
2024-06-21 04:00:00,1.07065,1.07185,1.0705,1.07184,3495,1.074686907871217,1.0772786396246896,1.0786587568920523,43.97178117822207,-0.0008070472934893491,-0.0006299230172067153,-0.00017712427628263378,1.0758214878521444,1.0701415121478552,1.0729814999999998,0.5293638058334773,33.01343570057514,14.675035532255114,0.001676642377510498
2024-06-21 08:00:00,1.07183,1.07206,1.06709,1.06909,8832,1.0744674212880319,1.0771164883449929,1.0785635453806885,34.47223331280345,-0.0009932212070558055,-0.0007025826551765335,-0.00029063855187927206,1.0760435053224304,1.0694674946775695,1.0727555,0.6130018112105609,24.271844660194777,22.486008360820577,0.001911882207688314
2024-06-21 12:00:00,1.06907,1.0698,1.06765,1.06947,8101,1.0742714439826189,1.0769650727342008,1.0784730623420749,36.51325456826095,-0.001097451809342509,-0.0007815564860097286,-0.0003158953233327803,1.0762026633585098,1.06904033664149,1.0726215,0.6677403647996776,28.883495145629656,28.72292516879983,0.00192889062142487
2024-06-21 16:00:00,1.06947,1.06976,1.06779,1.06921,10449,1.0740729559833004,1.076811506937484,1.078380892567527,35.69404989332335,-0.0011873481295459065,-0.0008627148147169642,-0.0003246333148289423,1.0763562594862426,1.0686147405137578,1.0724855000000002,0.7218297098174997,25.728155339805223,26.294498381876522,0.0019318270056088098
2024-06-21 20:00:00,1.06917,1.06968,1.06906,1.06929,4051,1.0738853890819946,1.0766625662060485,1.078290435925064,36.16859511251581,-0.00123786692025174,-0.0009377452358239194,-0.0003001216844278206,1.0763925138770458,1.068195486122954,1.0722939999999999,0.7644384612887813,27.534418022528108,27.382022835987637,0.0018381250766367565
2024-06-24 00:00:00,1.06894,1.06956,1.06848,1.06918,2363,1.0737008640199557,1.076514396578206,1.078199784821332,35.77764123080023,-0.0012721153526253914,-0.0010046192591842138,-0.00026749609344117764,1.0762963456340227,1.0678166543659773,1.0720565,0.7909742880198362,26.82926829268209,26.69728055167178,0.0017839732854484146
2024-06-24 04:00:00,1.06917,1.06946,1.06836,1.06946,3985,1.0735345556270164,1.0763747055568553,1.078112821788284,37.62583980353069,-0.0012621149466203185,-0.0010561183966714348,-0.0002059965499488837,1.0761266586274376,1.0675403413725622,1.0718334999999999,0.8010868530303882,30.423620025673866,28.262435446961323,0.001735118050773535
2024-06-24 08:00:00,1.06947,1.07178,1.06946,1.07135,6723,1.073448886778898,1.0762752064369177,1.0780455300291967,48.41677994807283,-0.0010891275636064623,-0.0010627202300584405,-2.6407333548021878e-05,1.075920411297097,1.067507588702903,1.071714,0.784987654746878,55.252918287937675,37.50193553543118,0.001776895332861131
2024-06-24 12:00:00,1.07133,1.07358,1.07131,1.07346,8788,1.0734493225914903,1.0762194597748005,1.0779999028647271,57.29860085820215,-0.0007728653397225393,-0.0010047492519912602,0.00023188391226872085,1.07590268235603,1.06751231764397,1.0717075,0.7828968923013047,87.98342541436551,57.88665457599232,0.0018121170947996213
2024-06-24 16:00:00,1.07346,1.07463,1.07233,1.07278,10242,1.073423074646726,1.076151351660448,1.0779479635327398,54.06756684855907,-0.0005705189781073372,-0.0009179031972144756,0.0003473842191071384,1.0757358654341527,1.0675541345658472,1.071645,0.7634739926286621,75.4641909814332,72.9001782279121,0.0018469658737425032
2024-06-24 20:00:00,1.07277,1.07383,1.07219,1.07348,5481,1.0734253070135211,1.0760984536077658,1.0779035061841553,56.770009361237655,-0.00034964340729071175,-0.0008042512392297229,0.00045460783193901116,1.0755489998737493,1.0676310001262508,1.07159,0.7389019818679268,84.74801061007955,82.73187566862606,0.0018321825970466163
2024-06-25 00:00:00,1.07319,1.07356,1.07307,1.0734,2433,1.0734243145816185,1.0760450188828594,1.077858695177348,56.361878810961,-0.00017898997252219218,-0.0006791989858882168,0.0005002090133660246,1.0753124160278864,1.0677355839721134,1.071524,0.7071080121185317,83.68700265251879,81.2997347480105,0.0017363124115432939
2024-06-25 04:00:00,1.07339,1.074,1.07322,1.07394,4471,1.073444537539202,1.0760033353406246,1.0778197031855334,58.529141816089144,-1.7044417055522842e-07,-0.0005433932775446845,0.0005432228333741293,1.0752181205776268,1.0677808794223733,1.0714995,0.6940965586314749,90.84880636604655,86.42793987621492,0.0016680043821473444
2024-06-25 08:00:00,1.07395,1.07442,1.07209,1.07342,8169,1.073443575282763,1.0759521801853646,1.077775925044384,55.66231721367494,9.845078680781327e-05,-0.00041502446467418493,0.0005134752514819982,1.0749919853603793,1.0678880146396206,1.07144,0.6630301949487368,83.95225464191044,86.16268788682522,0.00171528978342253
2024-06-25 12:00:00,1.07337,1.07353,1.07021,1.0705,8948,1.0733281409579487,1.075844216221298,1.0777035277802607,42.9425087769452,-5.833828620693815e-05,-0.0003436872289807356,0.00028534894277379744,1.074577877929262,1.0679261220707381,1.071252,0.620932876533622,45.225464190981,73.34217506631263,0.0018299119417494914
2024-06-25 16:00:00,1.07051,1.07131,1.06906,1.07046,9941,1.0732156648419509,1.075737598078302,1.0776314528769746,42.798228520565054,-0.0001837047874442277,-0.00031169074067343404,0.00012798595322920635,1.0745271778388619,1.067853822161138,1.0711905,0.6229849571783794,40.25787965616024,56.478532829683864,0.001859918231624534
2024-06-25 20:00:00,1.07047,1.07176,1.07044,1.07131,4576,1.0731409328873647,1.0756499228688305,1.077568552848348,46.882378919140116,-0.00021202663556518786,-0.0002917579196517848,7.973128408659695e-05,1.0744834047247556,1.0678395952752446,1.0711615,0.620243487981124,51.46198830409342,45.64844405041152,0.001821352643651352
2024-06-26 00:00:00,1.07086,1.07151,1.07062,1.07114,2702,1.0730624649309974,1.0755606174654873,1.0775045871483646,46.17232927983204,-0.0002453611133172995,-0.00028247855838488777,3.7117445067588284e-05,1.0744984975494414,1.0678675024505586,1.071183,0.6190347586624101,44.338118022328636,45.35266199419407,0.0017548274548191169
2024-06-26 04:00:00,1.07113,1.07179,1.07074,1.07104,4953,1.0729831525807623,1.075471100287953,1.077440262898132,45.73354636170954,-0.0002766589393246033,-0.00028131463457283087,4.655695248227589e-06,1.074511114788924,1.0679358852110759,1.0712234999999999,0.6138055763197935,42.743221690590374,46.18110933900412,0.0017044826366177511
2024-06-26 08:00:00,1.07105,1.07113,1.06852,1.06948,8025,1.0728457740481834,1.0753524646386865,1.0773610563021307,39.43726660959922,-0.00042247166409592474,-0.0003095460404774497,-0.00011292562361847505,1.074532031333438,1.0677979686665622,1.0711650000000001,0.6286671676983404,17.862838915470657,34.98139287612987,0.001769162448287912
2024-06-26 12:00:00,1.06949,1.06995,1.06769,1.0677,9722,1.0726439789874704,1.075200930685445,1.0772649263886767,33.73092828550564,-0.0006738922129725378,-0.0003824152749764673,-0.00029147693799607045,1.0746289159620395,1.0672870840379607,1.070958,0.685538734859703,0.14409221902111802,20.25005094169402,0.0018042222734101989
