datetime,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<TICKVOL>
2024-07-01 04:00:00,1.07457,1.07613,1.07428,1.07549,9415
2024-07-01 08:00:00,1.07543,1.07764,1.07494,1.07684,14443
2024-07-01 12:00:00,1.07683,1.07686,1.07397,1.07482,12396
2024-07-01 16:00:00,1.07482,1.07697,1.07195,1.07314,19208
2024-07-01 20:00:00,1.07314,1.07426,1.07241,1.07397,6679
2024-07-02 00:00:00,1.07371,1.0741,1.0733,1.07347,4160
2024-07-02 04:00:00,1.07348,1.07364,1.07282,1.07295,5171
2024-07-02 08:00:00,1.07295,1.07358,1.07119,1.07208,12249
2024-07-02 12:00:00,1.07208,1.07335,1.07098,1.07316,11715
2024-07-02 16:00:00,1.07316,1.07467,1.0724,1.0732,19508
2024-07-02 20:00:00,1.0732,1.07473,1.07316,1.07455,5597
2024-07-03 00:00:00,1.07437,1.07545,1.07431,1.0748,3883
2024-07-03 04:00:00,1.07479,1.07479,1.07403,1.07424,4570
2024-07-03 08:00:00,1.07423,1.07636,1.07361,1.07581,10913
2024-07-03 12:00:00,1.0758,1.07784,1.07525,1.07745,12044
2024-07-03 16:00:00,1.07745,1.08167,1.07719,1.07958,19971
2024-07-03 20:00:00,1.07957,1.07959,1.0778,1.07885,4912
2024-07-04 00:00:00,1.07828,1.07938,1.07826,1.07925,3284
2024-07-04 04:00:00,1.07926,1.0795,1.07835,1.07865,4373
2024-07-04 08:00:00,1.07863,1.08031,1.07848,1.08018,10177
2024-07-04 12:00:00,1.08017,1.0803,1.07939,1.0797,8901
2024-07-04 16:00:00,1.0797,1.08137,1.07947,1.08121,7533
2024-07-04 20:00:00,1.0812,1.08136,1.08106,1.08115,1534
2024-07-05 00:00:00,1.08116,1.0818,1.08092,1.08147,3493
2024-07-05 04:00:00,1.08147,1.08244,1.08139,1.08219,5475
2024-07-05 08:00:00,1.0822,1.08305,1.08164,1.08281,9030
2024-07-05 12:00:00,1.0828,1.08421,1.07974,1.08296,14226
2024-07-05 16:00:00,1.08295,1.08342,1.08105,1.08256,20462
2024-07-05 20:00:00,1.08255,1.08427,1.08248,1.08391,5856
2024-07-08 00:00:00,1.0804,1.0833,1.0804,1.08215,5669
2024-07-08 04:00:00,1.08216,1.08363,1.082,1.08286,5987
2024-07-08 08:00:00,1.08287,1.08429,1.08146,1.08384,13699
2024-07-08 12:00:00,1.08383,1.08445,1.08235,1.08436,12487
2024-07-08 16:00:00,1.08437,1.0845,1.08284,1.08324,12834
2024-07-08 20:00:00,1.08323,1.08335,1.08223,1.08233,4939
2024-07-09 00:00:00,1.08242,1.08333,1.08239,1.0827,3014
2024-07-09 04:00:00,1.08269,1.08313,1.08191,1.08294,5184
2024-07-09 08:00:00,1.08295,1.08307,1.08151,1.08224,9629
2024-07-09 12:00:00,1.08224,1.08284,1.0812,1.08156,10778
2024-07-09 16:00:00,1.08157,1.08281,1.08053,1.081,18535
2024-07-09 20:00:00,1.08101,1.08165,1.08064,1.08146,6696
2024-07-10 00:00:00,1.08135,1.08167,1.08112,1.08122,2874
2024-07-10 04:00:00,1.08121,1.08211,1.08108,1.08184,4916
2024-07-10 08:00:00,1.08185,1.08249,1.08118,1.08154,9484
2024-07-10 12:00:00,1.08153,1.08282,1.08133,1.0827,10385
2024-07-10 16:00:00,1.08269,1.08288,1.08198,1.08269,14072
2024-07-10 20:00:00,1.08269,1.08297,1.08173,1.08291,5777
2024-07-11 00:00:00,1.08265,1.08367,1.08261,1.08351,3047
2024-07-11 04:00:00,1.0835,1.08401,1.08324,1.08363,4218
2024-07-11 08:00:00,1.08364,1.08479,1.08321,1.08473,9056
2024-07-11 12:00:00,1.08472,1.08998,1.08431,1.08871,15616
2024-07-11 16:00:00,1.08868,1.08989,1.0864,1.08667,27252
2024-07-11 20:00:00,1.08668,1.087,1.08597,1.08672,9047
2024-07-12 00:00:00,1.08656,1.08745,1.0864,1.08698,7359
2024-07-12 04:00:00,1.08697,1.08722,1.08634,1.08697,5882
2024-07-12 08:00:00,1.08699,1.08871,1.08617,1.08868,10825
2024-07-12 12:00:00,1.08867,1.08928,1.08739,1.08904,15205
2024-07-12 16:00:00,1.08905,1.09109,1.08868,1.09046,20089
2024-07-12 20:00:00,1.09045,1.09113,1.09009,1.09048,6567
2024-07-15 00:00:00,1.0884,1.08935,1.08832,1.08883,6991
2024-07-15 04:00:00,1.08883,1.08956,1.08859,1.08936,5873
2024-07-15 08:00:00,1.08935,1.09093,1.08838,1.09082,13047
2024-07-15 12:00:00,1.09083,1.09203,1.0902,1.09073,16593
2024-07-15 16:00:00,1.09073,1.09223,1.08999,1.09062,19915
2024-07-15 20:00:00,1.09063,1.09064,1.08931,1.08952,12665
2024-07-16 00:00:00,1.08913,1.08985,1.08908,1.08913,4286
2024-07-16 04:00:00,1.08914,1.08945,1.08886,1.08922,5889
2024-07-16 08:00:00,1.08923,1.09027,1.08835,1.09003,13715
2024-07-16 12:00:00,1.09004,1.09054,1.08756,1.08805,18855
2024-07-16 16:00:00,1.08806,1.08891,1.08715,1.08888,19068
2024-07-16 20:00:00,1.08888,1.09028,1.08877,1.0899,7799
2024-07-17 00:00:00,1.08993,1.0903,1.08958,1.08975,4285
2024-07-17 04:00:00,1.08975,1.09069,1.08955,1.09029,5819
2024-07-17 08:00:00,1.09029,1.09438,1.0895,1.09419,19815
2024-07-17 12:00:00,1.09419,1.0945,1.09289,1.09424,19682
2024-07-17 16:00:00,1.09424,1.0948,1.09236,1.09296,22366
2024-07-17 20:00:00,1.09296,1.09402,1.09282,1.09396,9038
2024-07-18 00:00:00,1.0939,1.09411,1.09365,1.0937,5033
2024-07-18 04:00:00,1.0937,1.0939,1.09316,1.09335,8269
2024-07-18 08:00:00,1.09335,1.09387,1.0926,1.09306,16143
2024-07-18 12:00:00,1.09306,1.09369,1.09237,1.09284,15004
2024-07-18 16:00:00,1.09285,1.0929,1.09049,1.09159,24468
2024-07-18 20:00:00,1.09159,1.09165,1.08936,1.08957,12226
2024-07-19 00:00:00,1.08973,1.09018,1.08908,1.0892,5435
2024-07-19 04:00:00,1.08921,1.08947,1.08861,1.0887,7226
2024-07-19 08:00:00,1.0887,1.08907,1.0876,1.0879,17470
2024-07-19 12:00:00,1.0879,1.0894,1.08774,1.08889,15886
2024-07-19 16:00:00,1.08888,1.08912,1.08792,1.08849,18183
2024-07-19 20:00:00,1.0885,1.08854,1.08756,1.08818,9122
2024-07-22 00:00:00,1.08832,1.09028,1.0882,1.08938,6923
2024-07-22 04:00:00,1.08939,1.08953,1.08845,1.08875,7088
2024-07-22 08:00:00,1.08874,1.08926,1.08787,1.0888,16434
2024-07-22 12:00:00,1.08881,1.08954,1.08749,1.08782,14923
2024-07-22 16:00:00,1.08781,1.08868,1.08731,1.08862,18133
2024-07-22 20:00:00,1.08863,1.08918,1.08858,1.08906,7044
2024-07-23 00:00:00,1.08871,1.08925,1.08869,1.08897,4976
2024-07-23 04:00:00,1.08896,1.08967,1.08874,1.08908,7052
2024-07-23 08:00:00,1.08908,1.08912,1.08679,1.08777,14203
2024-07-23 12:00:00,1.08779,1.08785,1.08548,1.08559,16628
2024-07-23 16:00:00,1.08559,1.08579,1.08438,1.08532,16599
2024-07-23 20:00:00,1.08533,1.08566,1.08492,1.08556,7993
2024-07-24 00:00:00,1.08535,1.08544,1.08457,1.08467,3976
2024-07-24 04:00:00,1.08467,1.08502,1.08416,1.08469,8272
2024-07-24 08:00:00,1.08469,1.08537,1.08256,1.08349,17430
2024-07-24 12:00:00,1.08349,1.08593,1.08323,1.08582,14656
2024-07-24 16:00:00,1.08583,1.08665,1.08474,1.0851,22225
2024-07-24 20:00:00,1.08511,1.08551,1.08358,1.0839,9392
2024-07-25 00:00:00,1.08396,1.0842,1.08349,1.08396,6017
2024-07-25 04:00:00,1.08396,1.0844,1.08362,1.084,10445
2024-07-25 08:00:00,1.084,1.08577,1.08282,1.0846,22224
2024-07-25 12:00:00,1.08459,1.08589,1.08361,1.08498,23574
2024-07-25 16:00:00,1.08498,1.08647,1.08302,1.08621,30876
2024-07-25 20:00:00,1.08622,1.08699,1.08434,1.08454,13327
2024-07-26 00:00:00,1.08451,1.08553,1.08436,1.08539,4346
2024-07-26 04:00:00,1.08538,1.08606,1.08519,1.08583,6654
2024-07-26 08:00:00,1.08583,1.08606,1.08421,1.08514,12179
2024-07-26 12:00:00,1.08514,1.08655,1.08478,1.08606,15176
2024-07-26 16:00:00,1.08606,1.08682,1.08514,1.08652,20653
2024-07-26 20:00:00,1.08652,1.08654,1.08552,1.08552,7982
2024-07-29 00:00:00,1.08567,1.08667,1.08512,1.08635,6056
2024-07-29 04:00:00,1.08634,1.087,1.08582,1.0859,7230
2024-07-29 08:00:00,1.08589,1.08629,1.08317,1.08322,15095
2024-07-29 12:00:00,1.08321,1.0842,1.08149,1.0816,13720
2024-07-29 16:00:00,1.0816,1.08237,1.08027,1.08214,16252
2024-07-29 20:00:00,1.08214,1.08259,1.08193,1.08217,7659
2024-07-30 00:00:00,1.08193,1.08237,1.08154,1.0817,3628
2024-07-30 04:00:00,1.08169,1.08251,1.08143,1.0824,5571
2024-07-30 08:00:00,1.08239,1.08346,1.0816,1.08286,14610
2024-07-30 12:00:00,1.08286,1.08359,1.08015,1.08019,13530
2024-07-30 16:00:00,1.08018,1.08166,1.07981,1.08138,21716
2024-07-30 20:00:00,1.08138,1.08175,1.08084,1.08147,10253
2024-07-31 00:00:00,1.08138,1.082,1.08123,1.08199,5775
2024-07-31 04:00:00,1.08199,1.08303,1.08163,1.08255,12041
2024-07-31 08:00:00,1.08256,1.08275,1.08064,1.08228,21529
2024-07-31 12:00:00,1.08227,1.08478,1.0822,1.08408,15815
2024-07-31 16:00:00,1.08409,1.08494,1.08042,1.08093,24588
2024-07-31 20:00:00,1.08092,1.0833,1.08019,1.0826,29132
2024-08-01 00:00:00,1.08244,1.0831,1.08217,1.08276,5484
2024-08-01 04:00:00,1.08275,1.08354,1.08242,1.08267,11475
2024-08-01 08:00:00,1.08268,1.08298,1.07814,1.07842,19955
2024-08-01 12:00:00,1.07843,1.08084,1.07774,1.07965,18907
2024-08-01 16:00:00,1.07965,1.08175,1.07802,1.07862,23333
2024-08-01 20:00:00,1.07862,1.07956,1.07825,1.07896,15192
2024-08-02 00:00:00,1.07891,1.07934,1.07817,1.0791,8113
2024-08-02 04:00:00,1.07909,1.07987,1.07845,1.07975,9817
2024-08-02 08:00:00,1.07976,1.08153,1.07861,1.08145,24861
2024-08-02 12:00:00,1.08145,1.0897,1.08145,1.0891,26379
2024-08-02 16:00:00,1.0891,1.09265,1.08843,1.0912,42638
2024-08-02 20:00:00,1.0912,1.09167,1.09071,1.09108,18308
2024-08-05 00:00:00,1.09197,1.09226,1.09028,1.09167,15924
2024-08-05 04:00:00,1.09166,1.09398,1.09119,1.09325,26225
2024-08-05 08:00:00,1.09325,1.09751,1.08925,1.0951,64168
2024-08-05 12:00:00,1.09509,1.10089,1.09328,1.09911,40529
2024-08-05 16:00:00,1.09911,1.10032,1.09476,1.09598,58015
2024-08-05 20:00:00,1.09598,1.09644,1.09472,1.09501,24549
2024-08-06 00:00:00,1.09481,1.09631,1.09437,1.09627,14713
2024-08-06 04:00:00,1.09627,1.0963,1.09496,1.0952,18685
2024-08-06 08:00:00,1.09519,1.0955,1.09184,1.09277,38077
2024-08-06 12:00:00,1.09277,1.09277,1.09036,1.09051,28965
2024-08-06 16:00:00,1.09051,1.09348,1.09051,1.09278,34349
2024-08-06 20:00:00,1.09277,1.09337,1.09226,1.09279,19812
2024-08-07 00:00:00,1.09261,1.09317,1.09231,1.09296,10050
2024-08-07 04:00:00,1.09296,1.09304,1.09109,1.09115,18120
2024-08-07 08:00:00,1.09113,1.0928,1.09054,1.09187,26058
2024-08-07 12:00:00,1.09187,1.09266,1.09084,1.09218,20845
2024-08-07 16:00:00,1.09218,1.09366,1.09125,1.09222,23898
2024-08-07 20:00:00,1.09221,1.09271,1.09175,1.09219,19494
2024-08-08 00:00:00,1.09194,1.0934,1.09187,1.0928,10217
2024-08-08 04:00:00,1.09281,1.09377,1.09235,1.09315,14251
2024-08-08 08:00:00,1.09318,1.09452,1.09298,1.0937,21605
2024-08-08 12:00:00,1.0937,1.09395,1.08915,1.08976,22470
2024-08-08 16:00:00,1.08977,1.09148,1.08813,1.09087,30365
2024-08-08 20:00:00,1.09088,1.09191,1.09073,1.09183,13716
2024-08-09 00:00:00,1.09159,1.09196,1.09115,1.0913,6751
2024-08-09 04:00:00,1.09129,1.09244,1.09118,1.09201,9441
2024-08-09 08:00:00,1.092,1.09291,1.09129,1.09176,16137
2024-08-09 12:00:00,1.09176,1.09259,1.0909,1.09118,15341
2024-08-09 16:00:00,1.09117,1.09313,1.09096,1.09187,17589
2024-08-09 20:00:00,1.09187,1.09236,1.09146,1.09157,10508
2024-08-12 00:00:00,1.09142,1.09197,1.09101,1.09182,4266
2024-08-12 04:00:00,1.09182,1.09231,1.09127,1.09189,5413
2024-08-12 08:00:00,1.09189,1.09285,1.09157,1.09207,12038
2024-08-12 12:00:00,1.09206,1.09298,1.09175,1.092,10485
2024-08-12 16:00:00,1.09201,1.09393,1.0915,1.09228,20654
2024-08-12 20:00:00,1.09227,1.09349,1.09221,1.09307,9859
2024-08-13 00:00:00,1.09292,1.09365,1.09292,1.09299,4855
2024-08-13 04:00:00,1.09299,1.09394,1.09292,1.09393,5445
2024-08-13 08:00:00,1.09393,1.0941,1.09205,1.09234,12833
2024-08-13 12:00:00,1.09234,1.09465,1.09137,1.09408,16449
2024-08-13 16:00:00,1.09408,1.0974,1.0938,1.09723,22493
2024-08-13 20:00:00,1.09724,1.09995,1.09696,1.09936,14126
2024-08-14 00:00:00,1.09846,1.09983,1.09821,1.09919,6585
2024-08-14 04:00:00,1.09918,1.09965,1.09887,1.09928,8810
2024-08-14 08:00:00,1.09929,1.102,1.09862,1.10193,14246
2024-08-14 12:00:00,1.10192,1.10353,1.10039,1.10168,18033
2024-08-14 16:00:00,1.10167,1.10474,1.10154,1.10183,20896
2024-08-14 20:00:00,1.10183,1.10185,1.10108,1.10123,8965
2024-08-15 00:00:00,1.10117,1.10158,1.10091,1.10095,3796
2024-08-15 04:00:00,1.10095,1.10121,1.1003,1.10117,7042
2024-08-15 08:00:00,1.10118,1.10154,1.10052,1.10062,9949
2024-08-15 12:00:00,1.10061,1.10142,1.09518,1.09566,15083
2024-08-15 16:00:00,1.09565,1.09895,1.09495,1.09779,23315
2024-08-15 20:00:00,1.09779,1.09799,1.09707,1.09712,8890
2024-08-16 00:00:00,1.09711,1.0977,1.09707,1.09756,4370
2024-08-16 04:00:00,1.09756,1.09825,1.09742,1.0982,6408
2024-08-16 08:00:00,1.09821,1.09897,1.09767,1.09808,10699
2024-08-16 12:00:00,1.09808,1.0995,1.09787,1.09937,12942
2024-08-16 16:00:00,1.09937,1.10045,1.09825,1.10037,17042
2024-08-16 20:00:00,1.10037,1.10296,1.10037,1.10268,8999
2024-08-19 00:00:00,1.10258,1.1036,1.10222,1.10302,6391
2024-08-19 04:00:00,1.10302,1.10418,1.10275,1.10398,8128
2024-08-19 08:00:00,1.10399,1.10505,1.10355,1.10372,15553
2024-08-19 12:00:00,1.10372,1.10444,1.10308,1.10388,13596
2024-08-19 16:00:00,1.10387,1.1074,1.10302,1.10734,20804
2024-08-19 20:00:00,1.10734,1.10863,1.10704,1.1085,8441
2024-08-20 00:00:00,1.10818,1.10875,1.10799,1.10818,5074
2024-08-20 04:00:00,1.10819,1.10872,1.10749,1.10769,8827
2024-08-20 08:00:00,1.10769,1.10888,1.10718,1.10797,15904
2024-08-20 12:00:00,1.10798,1.10987,1.10749,1.10982,15560
2024-08-20 16:00:00,1.10982,1.11191,1.10925,1.11148,27170
2024-08-20 20:00:00,1.11149,1.113,1.11087,1.11291,10927
2024-08-21 00:00:00,1.11258,1.11327,1.11238,1.11278,6289
2024-08-21 04:00:00,1.11278,1.11281,1.11165,1.1119,7798
2024-08-21 08:00:00,1.11189,1.11289,1.11102,1.11185,14556
2024-08-21 12:00:00,1.11185,1.11299,1.11099,1.11248,14042
2024-08-21 16:00:00,1.11248,1.11482,1.1099,1.11462,36972
2024-08-21 20:00:00,1.11463,1.1174,1.11455,1.11511,11407
2024-08-22 00:00:00,1.11461,1.11582,1.11441,1.11475,5116
2024-08-22 04:00:00,1.11474,1.11492,1.11404,1.11433,5887
2024-08-22 08:00:00,1.11432,1.1165,1.11273,1.11425,16324
2024-08-22 12:00:00,1.11426,1.11461,1.11251,1.114,16695
2024-08-22 16:00:00,1.11402,1.11415,1.1098,1.11104,24777
2024-08-22 20:00:00,1.11105,1.11133,1.10987,1.1111,9081
2024-08-23 00:00:00,1.111,1.11224,1.11097,1.11197,4958
2024-08-23 04:00:00,1.11197,1.11287,1.1118,1.11277,6404
2024-08-23 08:00:00,1.11278,1.1132,1.11123,1.11228,12164
2024-08-23 12:00:00,1.11227,1.11272,1.11108,1.11142,13187
2024-08-23 16:00:00,1.11141,1.1196,1.11054,1.11738,39352
2024-08-23 20:00:00,1.11738,1.12008,1.11729,1.11932,11987
2024-08-26 00:00:00,1.11867,1.12016,1.11862,1.11937,7982
2024-08-26 04:00:00,1.11936,1.12003,1.11816,1.11832,8448
2024-08-26 08:00:00,1.11832,1.11893,1.11757,1.11804,14102
2024-08-26 12:00:00,1.11803,1.11827,1.11584,1.11612,15655
2024-08-26 16:00:00,1.11612,1.11788,1.11499,1.11713,21268
2024-08-26 20:00:00,1.11712,1.11755,1.11586,1.11611,10166
2024-08-27 00:00:00,1.11603,1.11669,1.11593,1.11609,4254
2024-08-27 04:00:00,1.11609,1.11706,1.11596,1.11683,5774
2024-08-27 08:00:00,1.11683,1.11741,1.11612,1.11666,13975
2024-08-27 12:00:00,1.11665,1.11787,1.11502,1.11585,16216
2024-08-27 16:00:00,1.11584,1.11717,1.11525,1.11658,20257
2024-08-27 20:00:00,1.11658,1.11905,1.11643,1.11846,9553
2024-08-28 00:00:00,1.1181,1.11853,1.11744,1.11798,3859
2024-08-28 04:00:00,1.11798,1.11799,1.11582,1.11596,7262
2024-08-28 08:00:00,1.11595,1.11607,1.11348,1.11412,17390
2024-08-28 12:00:00,1.11413,1.11456,1.11049,1.11118,18994
2024-08-28 16:00:00,1.11118,1.11377,1.11102,1.11148,24406
2024-08-28 20:00:00,1.11147,1.112,1.11052,1.11197,11122
2024-08-29 00:00:00,1.11194,1.11324,1.11183,1.11313,3943
2024-08-29 04:00:00,1.11314,1.1137,1.11272,1.11353,5376
2024-08-29 08:00:00,1.11354,1.114,1.10718,1.10847,21368
2024-08-29 12:00:00,1.10847,1.11,1.10727,1.10842,20685
2024-08-29 16:00:00,1.10842,1.10895,1.10556,1.10816,24899
2024-08-29 20:00:00,1.10816,1.10854,1.10746,1.10782,13381
2024-08-30 00:00:00,1.10746,1.10832,1.10746,1.10805,3526
2024-08-30 04:00:00,1.10805,1.10821,1.10697,1.1074,6224
2024-08-30 08:00:00,1.1074,1.10951,1.10735,1.10749,14792
2024-08-30 12:00:00,1.10748,1.10882,1.10577,1.10679,19774
2024-08-30 16:00:00,1.1068,1.10801,1.10438,1.10495,30886
2024-08-30 20:00:00,1.10496,1.10567,1.10473,1.10484,11781
2024-09-02 00:00:00,1.10447,1.10559,1.10419,1.10535,3922
2024-09-02 04:00:00,1.10535,1.10556,1.10439,1.10484,5981
2024-09-02 08:00:00,1.10485,1.10774,1.10453,1.10674,12856
2024-09-02 12:00:00,1.10675,1.10729,1.10584,1.10679,13090
2024-09-02 16:00:00,1.1068,1.1072,1.106,1.10657,9818
2024-09-02 20:00:00,1.10657,1.10726,1.10657,1.10714,967
2024-09-03 00:00:00,1.10668,1.10728,1.10589,1.10605,3965
2024-09-03 04:00:00,1.10605,1.10703,1.10539,1.10542,7448
2024-09-03 08:00:00,1.10542,1.10677,1.1048,1.10485,16997
2024-09-03 12:00:00,1.10485,1.10526,1.10331,1.10478,20060
2024-09-03 16:00:00,1.1048,1.10696,1.10359,1.10392,31744
2024-09-03 20:00:00,1.10392,1.10443,1.10263,1.10443,9384
2024-09-04 00:00:00,1.1036,1.10513,1.10357,1.10482,6941
2024-09-04 04:00:00,1.10482,1.10571,1.10475,1.10563,7198
2024-09-04 08:00:00,1.10563,1.10629,1.10467,1.10517,16528
2024-09-04 12:00:00,1.10519,1.10586,1.10399,1.10525,14596
2024-09-04 16:00:00,1.10524,1.1095,1.10499,1.10844,26878
2024-09-04 20:00:00,1.10842,1.10862,1.10652,1.1082,10817
2024-09-05 00:00:00,1.10831,1.10865,1.10757,1.10792,5335
2024-09-05 04:00:00,1.10792,1.10855,1.10746,1.10769,7041
2024-09-05 08:00:00,1.10768,1.11002,1.10766,1.10991,15631
2024-09-05 12:00:00,1.1099,1.11197,1.1087,1.10924,21259
2024-09-05 16:00:00,1.10923,1.11083,1.10762,1.11009,29050
2024-09-05 20:00:00,1.11009,1.11133,1.10995,1.11109,8901
2024-09-06 00:00:00,1.11092,1.11147,1.11084,1.11133,3538
2024-09-06 04:00:00,1.11133,1.11176,1.11092,1.11158,4725
2024-09-06 08:00:00,1.11159,1.11209,1.11107,1.11173,11917
2024-09-06 12:00:00,1.11173,1.11554,1.10777,1.11208,26394
2024-09-06 16:00:00,1.11209,1.1135,1.10655,1.10767,57128
2024-09-06 20:00:00,1.10768,1.10894,1.10696,1.10861,13950
2024-09-09 00:00:00,1.10797,1.10911,1.10796,1.10832,7002
2024-09-09 04:00:00,1.10832,1.1091,1.10745,1.10757,6637
2024-09-09 08:00:00,1.10757,1.10759,1.10455,1.10476,14776
2024-09-09 12:00:00,1.10475,1.10589,1.10356,1.10396,15159
2024-09-09 16:00:00,1.10395,1.10522,1.10339,1.10488,19026
2024-09-09 20:00:00,1.10488,1.10537,1.10339,1.10351,8300
2024-09-10 00:00:00,1.10337,1.10396,1.10282,1.10307,3895
2024-09-10 04:00:00,1.10307,1.10406,1.10305,1.104,4337
2024-09-10 08:00:00,1.10399,1.10495,1.10335,1.10377,12482
2024-09-10 12:00:00,1.10377,1.10439,1.10265,1.10298,13900
2024-09-10 16:00:00,1.10298,1.1035,1.10151,1.10266,19458
2024-09-10 20:00:00,1.10265,1.10278,1.10185,1.10189,8039
2024-09-11 00:00:00,1.10193,1.10237,1.10167,1.10201,3681
2024-09-11 04:00:00,1.10202,1.10471,1.10182,1.10465,9761
2024-09-11 08:00:00,1.10465,1.10519,1.10366,1.10438,14137
2024-09-11 12:00:00,1.10438,1.10549,1.10032,1.10162,24290
2024-09-11 16:00:00,1.10161,1.10263,1.1002,1.10159,33130
2024-09-11 20:00:00,1.10159,1.10264,1.1014,1.10142,11656
2024-09-12 00:00:00,1.10123,1.10156,1.10059,1.10068,3201
2024-09-12 04:00:00,1.10068,1.10169,1.10065,1.10163,4879
2024-09-12 08:00:00,1.10163,1.10238,1.10054,1.10155,13222
2024-09-12 12:00:00,1.10156,1.10324,1.10081,1.1025,20805
2024-09-12 16:00:00,1.10251,1.1048,1.10245,1.10461,26354
2024-09-12 20:00:00,1.10462,1.1075,1.10424,1.10731,15142
2024-09-13 00:00:00,1.10734,1.10874,1.10703,1.10871,4941
2024-09-13 04:00:00,1.10871,1.10901,1.10793,1.10844,7292
2024-09-13 08:00:00,1.10844,1.10942,1.1073,1.10927,13995
2024-09-13 12:00:00,1.10927,1.11009,1.10792,1.10929,18761
2024-09-13 16:00:00,1.10929,1.11018,1.10768,1.1084,30153
2024-09-13 20:00:00,1.10839,1.10859,1.10728,1.10744,9164
2024-09-16 00:00:00,1.10763,1.10924,1.10741,1.10894,4622
2024-09-16 04:00:00,1.10893,1.11048,1.10866,1.10971,6144
2024-09-16 08:00:00,1.10971,1.11261,1.10957,1.11227,12959
2024-09-16 12:00:00,1.11228,1.11327,1.11158,1.11249,16539
2024-09-16 16:00:00,1.1125,1.11375,1.11165,1.11288,21223
2024-09-16 20:00:00,1.11289,1.11335,1.11161,1.11327,9436
2024-09-17 00:00:00,1.11321,1.11321,1.11218,1.1123,4317
2024-09-17 04:00:00,1.11228,1.11297,1.11217,1.11243,5421
2024-09-17 08:00:00,1.11243,1.11461,1.11157,1.11447,13217
2024-09-17 12:00:00,1.11443,1.11449,1.11178,1.11247,21932
2024-09-17 16:00:00,1.11248,1.11283,1.11115,1.11194,28964
2024-09-17 20:00:00,1.11194,1.11235,1.11109,1.1113,12254
2024-09-18 00:00:00,1.11133,1.11287,1.1113,1.1127,3705
2024-09-18 04:00:00,1.11271,1.11304,1.11199,1.11201,4691
2024-09-18 08:00:00,1.11199,1.11333,1.11152,1.11297,13913
2024-09-18 12:00:00,1.11297,1.114,1.11179,1.11222,13512
2024-09-18 16:00:00,1.11223,1.11398,1.11081,1.11243,19714
2024-09-18 20:00:00,1.11242,1.11892,1.10966,1.11178,61812
2024-09-19 00:00:00,1.11127,1.11239,1.10787,1.10815,9388
2024-09-19 04:00:00,1.10815,1.11213,1.10685,1.11201,14846
2024-09-19 08:00:00,1.11202,1.11691,1.11201,1.11626,23383
2024-09-19 12:00:00,1.11625,1.11787,1.11256,1.11259,28710
2024-09-19 16:00:00,1.1126,1.11584,1.11164,1.11555,35027
2024-09-19 20:00:00,1.11554,1.11679,1.11523,1.11622,12915
2024-09-20 00:00:00,1.11613,1.11625,1.11572,1.11604,3735
2024-09-20 04:00:00,1.11604,1.11692,1.11572,1.11649,8640
2024-09-20 08:00:00,1.1165,1.11819,1.11523,1.11644,20529
2024-09-20 12:00:00,1.11645,1.11769,1.1154,1.11744,16423
2024-09-20 16:00:00,1.11743,1.11762,1.1136,1.11738,35099
2024-09-20 20:00:00,1.11736,1.11742,1.1156,1.11629,14484
2024-09-23 00:00:00,1.11582,1.11647,1.1156,1.11589,4283
2024-09-23 04:00:00,1.11587,1.1165,1.11557,1.11634,5259
2024-09-23 08:00:00,1.11635,1.11672,1.10831,1.10923,24127
2024-09-23 12:00:00,1.10924,1.11257,1.10921,1.11224,19195
2024-09-23 16:00:00,1.11224,1.11434,1.11151,1.11252,30089
2024-09-23 20:00:00,1.11253,1.11285,1.11096,1.11119,10712
2024-09-24 00:00:00,1.11115,1.11147,1.11043,1.11057,4371
2024-09-24 04:00:00,1.11058,1.11178,1.11033,1.11168,8207
2024-09-24 08:00:00,1.11167,1.11449,1.11042,1.11401,19457
2024-09-24 12:00:00,1.11401,1.11478,1.11219,1.11409,17333
2024-09-24 16:00:00,1.11409,1.11635,1.11325,1.11585,28785
2024-09-24 20:00:00,1.11585,1.11805,1.11547,1.11805,9578
2024-09-25 00:00:00,1.11796,1.11939,1.11772,1.11932,5153
2024-09-25 04:00:00,1.11933,1.11988,1.11851,1.11957,7802
2024-09-25 08:00:00,1.11957,1.11965,1.11822,1.11848,16047
2024-09-25 12:00:00,1.11847,1.12078,1.11781,1.11977,18109
2024-09-25 16:00:00,1.11976,1.12139,1.11327,1.11344,30110
2024-09-25 20:00:00,1.11344,1.11388,1.11214,1.11319,11534
2024-09-26 00:00:00,1.11309,1.11371,1.11288,1.11365,4146
2024-09-26 04:00:00,1.11365,1.11453,1.11316,1.11416,6086
2024-09-26 08:00:00,1.11415,1.1158,1.11256,1.11414,19319
2024-09-26 12:00:00,1.11414,1.11656,1.11374,1.1151,25522
2024-09-26 16:00:00,1.11509,1.11892,1.11257,1.11692,36972
2024-09-26 20:00:00,1.11691,1.11841,1.11684,1.1175,12620
2024-09-27 00:00:00,1.11762,1.11776,1.1168,1.11692,6981
2024-09-27 04:00:00,1.1169,1.11732,1.11624,1.11646,9282
2024-09-27 08:00:00,1.11646,1.1176,1.11248,1.11445,28488
2024-09-27 12:00:00,1.11444,1.12018,1.11372,1.11998,24729
2024-09-27 16:00:00,1.11997,1.1203,1.11461,1.11516,33869
